X1_CC_4,X2_CN_4,X3_CO_4,X4_CS_4,X5_NC_4,X6_NN_4,X7_NO_4,X8_NS_4,X9_OC_4,X10_ON_4,X11_OO_4,X12_OS_4,X13_FC_4,X14_FN_4,X15_FO_4,X16_FS_4,X17_PC_4,X18_PN_4,X19_PO_4,X20_PS_4,X21_SC_4,X22_SN_4,X23_SO_4,X24_SS_4,X25_cC_4,X26_cN_4,X27_cO_4,X28_cS_4,X29_bC_4,X30_bN_4,X31_bO_4,X32_bS_4,X33_IC_4,X34_IN_4,X35_IO_4,X36_IS_4,X37_CC_8,X38_CN_8,X39_CO_8,X40_CS_8,X41_NC_8,X42_NN_8,X43_NO_8,X44_NS_8,X45_OC_8,X46_ON_8,X47_OO_8,X48_OS_8,X49_FC_8,X50_FN_8,X51_FO_8,X52_FS_8,X53_PC_8,X54_PN_8,X55_PO_8,X56_PS_8,X57_SC_8,X58_SN_8,X59_SO_8,X60_SS_8,X61_cC_8,X62_cN_8,X63_cO_8,X64_cS_8,X65_bC_8,X66_bN_8,X67_bO_8,X68_bS_8,X69_IC_8,X70_IN_8,X71_IO_8,X72_IS_8,X73_CC_12,X74_CN_12,X75_CO_12,X76_CS_12,X77_NC_12,X78_NN_12,X79_NO_12,X80_NS_12,X81_OC_12,X82_ON_12,X83_OO_12,X84_OS_12,X85_FC_12,X86_FN_12,X87_FO_12,X88_FS_12,X89_PC_12,X90_PN_12,X91_PO_12,X92_PS_12,X93_SC_12,X94_SN_12,X95_SO_12,X96_SS_12,X97_cC_12,X98_cN_12,X99_cO_12,X100_cS_12,X101_bC_12,X102_bN_12,X103_bO_12,X104_bS_12,X105_IC_12,X106_IN_12,X107_IO_12,X108_IS_12,X109_CC_16,X110_CN_16,X111_CO_16,X112_CS_16,X113_NC_16,X114_NN_16,X115_NO_16,X116_NS_16,X117_OC_16,X118_ON_16,X119_OO_16,X120_OS_16,X121_FC_16,X122_FN_16,X123_FO_16,X124_FS_16,X125_PC_16,X126_PN_16,X127_PO_16,X128_PS_16,X129_SC_16,X130_SN_16,X131_SO_16,X132_SS_16,X133_cC_16,X134_cN_16,X135_cO_16,X136_cS_16,X137_bC_16,X138_bN_16,X139_bO_16,X140_bS_16,X141_IC_16,X142_IN_16,X143_IO_16,X144_IS_16,X145_CC_20,X146_CN_20,X147_CO_20,X148_CS_20,X149_NC_20,X150_NN_20,X151_NO_20,X152_NS_20,X153_OC_20,X154_ON_20,X155_OO_20,X156_OS_20,X157_FC_20,X158_FN_20,X159_FO_20,X160_FS_20,X161_PC_20,X162_PN_20,X163_PO_20,X164_PS_20,X165_SC_20,X166_SN_20,X167_SO_20,X168_SS_20,X169_cC_20,X170_cN_20,X171_cO_20,X172_cS_20,X173_bC_20,X174_bN_20,X175_bO_20,X176_bS_20,X177_IC_20,X178_IN_20,X179_IO_20,X180_IS_20,X181_CC_24,X182_CN_24,X183_CO_24,X184_CS_24,X185_NC_24,X186_NN_24,X187_NO_24,X188_NS_24,X189_OC_24,X190_ON_24,X191_OO_24,X192_OS_24,X193_FC_24,X194_FN_24,X195_FO_24,X196_FS_24,X197_PC_24,X198_PN_24,X199_PO_24,X200_PS_24,X201_SC_24,X202_SN_24,X203_SO_24,X204_SS_24,X205_cC_24,X206_cN_24,X207_cO_24,X208_cS_24,X209_bC_24,X210_bN_24,X211_bO_24,X212_bS_24,X213_IC_24,X214_IN_24,X215_IO_24,X216_IS_24
32,7,12,8,22,3,6,3,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,208,330,30,371,77,108,13,175,34,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,949,1203,57,1482,336,419,17,640,151,173,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733,2142,2565,106,3372,725,856,33,1435,321,377,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17461,4263,4691,172,5802,1406,1569,54,2454,594,639,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25601,6429,6982,218,8244,2099,2281,70,3556,893,979,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,27,0,2,0,5,0,17,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,406,515,0,232,60,83,0,271,77,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6169,1724,1940,3,1000,290,316,0,1169,318,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13143,3411,3848,54,2178,562,629,10,2531,657,742,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21697,5488,6041,191,3586,879,974,34,4153,1028,1126,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30380,7760,8461,289,4928,1279,1388,47,5694,1459,1599,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6,12,0,27,10,8,0,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,255,233,21,418,130,120,14,111,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,761,729,44,1272,365,375,22,321,100,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4341,1318,1359,57,2188,631,672,24,595,200,199,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6558,1895,1995,66,3119,880,930,30,1052,332,331,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8429,2405,2502,71,3785,1081,1133,31,1625,471,486,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,9,17,0,9,4,10,0,15,9,5,1,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,864,238,280,6,375,102,106,3,178,59,50,2,0,0,0,0,0,0,0,0,65,16,17,0,37,9,12,0,0,0,0,0,0,0,0,0,3649,965,993,29,1525,413,413,16,738,193,191,11,0,0,0,0,0,0,0,0,196,57,51,2,126,29,36,1,0,0,0,0,0,0,0,0,8722,2310,2440,106,3595,963,1004,42,1624,445,442,21,0,0,0,0,0,0,0,0,443,114,119,6,271,77,80,5,0,0,0,0,0,0,0,0,14491,3881,4098,173,5821,1570,1642,68,2547,697,717,27,0,0,0,0,0,0,0,0,680,189,185,6,456,120,128,8,0,0,0,0,0,0,0,0,19763,5375,5610,223,7662,2110,2196,79,3295,898,958,32,0,0,0,0,0,0,0,0,844,230,242,8,693,183,187,8,0,0,0,0,0,0,0,0
14,6,22,0,5,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,707,170,205,0,91,26,31,0,41,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,115,29,36,0,0,0,0,0,0,0,0,0,3118,829,894,2,474,127,142,0,252,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,427,116,120,1,0,0,0,0,0,0,0,0,7766,2004,2228,54,1231,319,343,8,755,200,216,3,0,0,0,0,0,0,0,0,0,0,0,0,978,249,274,6,0,0,0,0,0,0,0,0,15761,4038,4396,115,2526,651,715,17,1658,407,451,11,0,0,0,0,0,0,0,0,0,0,0,0,1867,471,516,13,0,0,0,0,0,0,0,0,27071,6894,7650,173,4491,1153,1272,27,3040,745,836,21,0,0,0,0,0,0,0,0,0,0,0,0,2963,758,847,19,0,0,0,0,0,0,0,0
38,4,11,3,25,3,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,244,277,26,440,91,130,10,34,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,993,1039,79,1581,437,452,32,140,42,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7833,2064,2006,127,3464,900,871,57,313,91,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13261,3491,3330,176,5913,1561,1502,76,599,163,149,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18501,4846,4792,224,8157,2121,2108,99,916,239,239,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,14,2,30,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,231,275,26,451,89,122,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620,1006,1050,77,1594,440,450,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7903,2061,2019,129,3452,882,872,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13306,3525,3373,173,5886,1552,1485,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18557,4841,4801,223,8016,2092,2083,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,6,0,12,1,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,724,149,172,0,323,76,83,0,56,13,21,0,0,0,0,0,0,0,0,0,73,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,675,722,0,1181,294,327,0,261,67,78,0,0,0,0,0,0,0,0,0,308,82,94,0,0,0,0,0,0,0,0,0,0,0,0,0,5721,1377,1440,14,2560,602,645,5,568,137,150,2,0,0,0,0,0,0,0,0,668,155,168,1,0,0,0,0,0,0,0,0,0,0,0,0,9276,2247,2387,55,4187,1023,1078,25,1015,239,253,6,0,0,0,0,0,0,0,0,1141,272,284,7,0,0,0,0,0,0,0,0,0,0,0,0,13575,3561,3628,75,6074,1602,1625,35,1580,421,424,10,0,0,0,0,0,0,0,0,1713,450,452,10,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,316,74,75,0,0,0,0,0,38,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,72,88,0,0,0,0,0,1168,308,380,4,0,0,0,0,176,54,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,244,314,2,0,0,0,0,2940,680,808,16,0,0,0,0,440,110,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,578,676,12,0,0,0,0,5194,1290,1426,24,0,0,0,0,782,192,218,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414,1102,1206,20,0,0,0,0,8032,1986,2254,24,0,0,0,0,1208,298,350,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6712,1656,1884,20,0,0,0,0
8,1,2,0,3,3,1,0,10,4,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,467,119,100,2,82,24,21,0,161,42,35,0,49,13,8,1,0,0,0,0,58,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,605,554,14,397,112,103,2,649,187,175,3,245,66,59,2,0,0,0,0,237,66,61,1,0,0,0,0,0,0,0,0,0,0,0,0,5530,1482,1396,22,942,239,227,4,1504,376,352,6,639,194,173,3,0,0,0,0,526,129,126,2,0,0,0,0,0,0,0,0,0,0,0,0,9713,2571,2542,28,1629,420,419,4,2578,657,657,6,1185,330,319,4,0,0,0,0,918,233,237,2,0,0,0,0,0,0,0,0,0,0,0,0,13841,3676,3742,28,2235,586,607,4,3450,922,955,6,1766,468,468,4,0,0,0,0,1205,321,339,2,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,0,3,3,2,0,12,3,1,0,8,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496,128,98,0,84,23,22,0,155,39,37,0,85,14,20,0,0,0,0,0,57,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2315,641,583,11,397,114,104,0,641,188,172,1,368,98,98,2,0,0,0,0,229,66,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5593,1505,1401,22,921,236,218,4,1475,373,346,6,944,270,251,3,0,0,0,0,521,130,122,2,0,0,0,0,0,0,0,0,0,0,0,0,9798,2566,2549,28,1609,417,410,4,2546,652,650,6,1702,469,453,5,0,0,0,0,906,231,231,2,0,0,0,0,0,0,0,0,0,0,0,0,13962,3701,3769,28,2218,580,600,4,3431,911,949,6,2531,666,676,6,0,0,0,0,1200,319,334,2,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2,0,3,3,2,0,11,3,1,0,6,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,458,121,99,2,85,26,22,0,155,41,35,0,72,15,14,1,0,0,0,0,57,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,617,527,14,400,110,100,2,644,185,173,3,305,72,68,3,0,0,0,0,236,66,60,1,0,0,0,0,0,0,0,0,0,0,0,0,5523,1492,1406,22,936,244,227,4,1490,373,346,6,793,226,211,3,0,0,0,0,525,128,126,2,0,0,0,0,0,0,0,0,0,0,0,0,9770,2585,2537,28,1637,422,418,4,2572,654,649,6,1495,434,399,5,0,0,0,0,917,235,234,2,0,0,0,0,0,0,0,0,0,0,0,0,13913,3684,3749,28,2240,590,604,4,3444,918,959,6,2284,620,617,6,0,0,0,0,1208,321,340,2,0,0,0,0,0,0,0,0,0,0,0,0
37,12,15,1,0,0,0,0,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,303,296,25,0,0,0,0,306,74,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4572,1214,1217,65,0,0,0,0,1247,326,342,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11037,2867,2902,109,0,0,0,0,3055,792,791,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19981,5409,5545,176,0,0,0,0,5608,1530,1563,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31420,8448,8813,269,0,0,0,0,8898,2391,2485,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,9,32,0,9,2,6,0,26,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,484,629,0,274,77,94,0,200,54,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7713,2162,2286,14,1160,340,350,5,924,249,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16635,4248,4632,68,2570,672,728,7,1928,496,530,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27562,6926,7480,220,4316,1071,1153,30,3164,784,863,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38490,9811,10388,329,6073,1554,1647,54,4198,1082,1148,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,2,0,3,3,2,0,10,4,1,0,9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,461,121,96,0,82,26,22,0,150,42,36,0,102,21,18,1,0,0,0,0,54,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2253,610,548,6,396,106,98,0,639,181,167,1,397,105,96,3,0,0,0,0,226,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,1501,1398,22,917,240,217,4,1470,369,341,6,985,275,263,3,0,0,0,0,515,129,122,2,0,0,0,0,0,0,0,0,0,0,0,0,9783,2575,2542,28,1613,417,411,4,2537,645,644,6,1708,475,452,6,0,0,0,0,902,231,230,2,0,0,0,0,0,0,0,0,0,0,0,0,13934,3699,3771,28,2224,589,605,4,3438,909,947,6,2564,685,684,6,0,0,0,0,1202,321,336,2,0,0,0,0,0,0,0,0,0,0,0,0
35,17,10,0,21,11,5,0,22,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,273,280,0,501,133,143,0,610,201,196,0,0,0,0,0,88,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309,1121,1112,6,2091,562,585,1,2810,703,705,9,0,0,0,0,431,113,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10366,2562,2706,74,5019,1266,1356,25,6818,1636,1699,57,0,0,0,0,1056,248,253,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18434,4524,4862,157,8802,2126,2296,72,12197,3040,3255,107,0,0,0,0,1909,482,509,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26143,6716,7228,207,12862,3280,3552,106,17042,4371,4732,135,0,0,0,0,2651,680,734,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,11,28,0,3,0,6,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,326,369,26,81,25,28,3,87,26,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4147,1202,1367,95,298,86,107,6,403,119,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9513,2725,3072,197,705,218,234,17,1031,297,340,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17520,4788,5199,295,1336,372,409,24,2002,555,612,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28262,7698,8115,429,2159,590,614,29,3346,912,958,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,6,15,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,249,263,2,0,0,0,0,131,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4291,1036,1057,43,0,0,0,0,492,129,128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8712,2214,2282,79,0,0,0,0,1073,269,294,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13304,3547,3630,101,0,0,0,0,1843,495,495,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17681,4821,4988,140,0,0,0,0,2668,710,734,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6,20,0,3,0,2,0,29,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,302,381,0,138,31,39,0,303,84,105,0,0,0,0,0,0,0,0,0,42,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4820,1351,1446,16,539,156,166,2,1317,353,391,5,0,0,0,0,0,0,0,0,187,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,10165,2587,2836,100,1145,289,321,10,2713,683,768,27,0,0,0,0,0,0,0,0,395,98,107,3,0,0,0,0,0,0,0,0,0,0,0,0,16532,4102,4512,245,1874,461,500,29,4392,1087,1187,66,0,0,0,0,0,0,0,0,619,152,167,10,0,0,0,0,0,0,0,0,0,0,0,0,22680,5740,6319,324,2528,649,706,36,5911,1501,1644,84,0,0,0,0,0,0,0,0,861,217,240,12,0,0,0,0,0,0,0,0,0,0,0,0
12,5,14,2,2,1,3,0,14,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,94,91,17,134,22,21,5,273,55,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,485,460,30,448,117,112,7,937,239,240,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3954,1056,1134,46,962,255,283,12,2062,522,576,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7045,1797,1926,84,1718,441,475,20,3687,917,995,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11577,2847,3046,138,2826,704,751,34,6024,1485,1585,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,5,25,0,0,0,4,0,16,3,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,418,522,0,198,49,72,0,235,70,81,0,0,0,0,0,0,0,0,0,25,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6148,1734,1907,10,858,246,265,2,1013,289,324,1,0,0,0,0,0,0,0,0,79,21,23,1,0,0,0,0,0,0,0,0,0,0,0,0,13115,3393,3783,63,1864,483,537,9,2218,573,644,10,0,0,0,0,0,0,0,0,196,51,58,1,0,0,0,0,0,0,0,0,0,0,0,0,21849,5540,6052,207,3049,759,811,32,3648,906,988,34,0,0,0,0,0,0,0,0,373,100,111,3,0,0,0,0,0,0,0,0,0,0,0,0,30620,7853,8456,294,4208,1097,1174,40,5001,1288,1402,48,0,0,0,0,0,0,0,0,588,150,161,6,0,0,0,0,0,0,0,0,0,0,0,0
41,6,32,0,1,0,4,0,17,6,14,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,395,479,0,149,35,45,0,264,70,92,0,83,23,27,0,0,0,0,0,49,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5826,1639,1707,6,575,161,175,0,1145,316,337,0,346,97,96,1,0,0,0,0,183,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,12124,3106,3355,52,1208,307,330,6,2364,592,651,10,709,188,197,3,0,0,0,0,387,95,104,2,0,0,0,0,0,0,0,0,0,0,0,0,19944,4986,5293,170,1939,482,512,16,3834,947,1019,35,1181,295,313,8,0,0,0,0,604,154,167,6,0,0,0,0,0,0,0,0,0,0,0,0,27281,6970,7376,253,2617,675,718,24,5120,1317,1397,48,1597,411,435,15,0,0,0,0,855,215,230,8,0,0,0,0,0,0,0,0,0,0,0,0
27,4,30,0,12,1,5,0,1,3,0,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,237,295,1,147,29,55,1,57,19,21,0,195,42,48,0,0,0,0,0,28,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,969,1036,28,674,178,193,5,236,80,81,5,664,164,187,1,0,0,0,0,119,41,43,3,0,0,0,0,0,0,0,0,0,0,0,0,9077,2312,2615,75,1692,441,495,13,751,200,214,7,1518,371,427,12,0,0,0,0,371,99,107,3,0,0,0,0,0,0,0,0,0,0,0,0,18721,4859,5376,127,3511,922,1038,23,1689,430,458,12,2862,730,791,20,0,0,0,0,839,212,235,6,0,0,0,0,0,0,0,0,0,0,0,0,31818,8145,9009,215,6066,1554,1712,41,3060,778,871,28,4527,1157,1289,29,0,0,0,0,1528,386,435,14,0,0,0,0,0,0,0,0,0,0,0,0
13,0,2,0,3,4,1,0,10,3,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,567,138,106,1,85,21,21,0,150,40,33,0,0,0,0,0,0,0,0,0,56,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2689,718,623,14,391,108,91,1,629,173,160,2,0,0,0,0,0,0,0,0,243,68,62,1,0,0,0,0,0,0,0,0,0,0,0,0,6627,1750,1671,30,908,237,224,4,1459,351,338,6,0,0,0,0,0,0,0,0,528,129,126,2,0,0,0,0,0,0,0,0,0,0,0,0,11878,3100,3086,34,1607,420,412,4,2520,644,638,6,0,0,0,0,0,0,0,0,925,234,236,2,0,0,0,0,0,0,0,0,0,0,0,0,16946,4493,4602,34,2202,577,602,4,3369,901,943,6,0,0,0,0,0,0,0,0,1211,323,338,2,0,0,0,0,0,0,0,0,0,0,0,0
45,14,14,0,13,3,3,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,308,288,0,205,53,47,0,53,20,14,0,0,0,0,0,0,0,0,0,65,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3603,925,949,7,605,169,166,0,235,57,51,0,0,0,0,0,0,0,0,0,187,48,48,1,0,0,0,0,0,0,0,0,0,0,0,0,6929,1642,1711,22,1169,281,288,5,490,111,115,0,0,0,0,0,0,0,0,0,358,82,89,2,0,0,0,0,0,0,0,0,0,0,0,0,11065,2701,2861,50,1886,459,489,8,800,197,206,2,0,0,0,0,0,0,0,0,558,138,145,2,0,0,0,0,0,0,0,0,0,0,0,0,14420,3711,4041,56,2542,661,703,11,1067,269,305,4,0,0,0,0,0,0,0,0,703,185,198,3,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,0,4,3,1,0,10,3,1,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,447,118,96,0,80,21,20,0,147,41,34,0,22,7,5,0,0,0,0,0,53,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2201,590,510,14,386,109,91,1,627,184,163,2,100,22,21,1,0,0,0,0,227,65,59,1,0,0,0,0,0,0,0,0,0,0,0,0,5388,1465,1375,22,909,239,219,4,1445,371,337,6,247,69,67,1,0,0,0,0,516,130,123,2,0,0,0,0,0,0,0,0,0,0,0,0,9523,2518,2467,28,1587,417,407,4,2513,636,636,6,451,137,123,1,0,0,0,0,897,227,227,2,0,0,0,0,0,0,0,0,0,0,0,0,13693,3619,3690,28,2198,575,596,4,3406,899,939,6,706,195,192,2,0,0,0,0,1193,316,331,2,0,0,0,0,0,0,0,0,0,0,0,0
12,3,2,0,5,3,2,0,14,4,1,0,6,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,491,131,110,2,92,29,23,0,161,42,38,0,62,15,14,2,0,0,0,0,59,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,638,566,14,413,114,105,3,666,188,175,3,266,72,60,2,0,0,0,0,241,68,62,1,0,0,0,0,0,0,0,0,0,0,0,0,5775,1560,1441,23,954,248,230,4,1516,381,347,6,667,198,180,2,0,0,0,0,535,135,128,2,0,0,0,0,0,0,0,0,0,0,0,0,10143,2666,2619,28,1663,426,422,4,2606,664,658,6,1157,326,309,4,0,0,0,0,926,235,234,2,0,0,0,0,0,0,0,0,0,0,0,0,14247,3769,3835,28,2263,605,614,4,3473,933,965,6,1741,463,464,4,0,0,0,0,1216,322,342,2,0,0,0,0,0,0,0,0,0,0,0,0
