X1_complex_code,X_10,X_20,X_40,X_60,X_80,X_100
4ap7,1,6,3,24,46,94
4k3n,1,19,7,33,66,71
3oyq,8,19,20,12,24,58
1a4k,3,14,13,6,6,18
1apw,9,12,5,1,65,19
1b57,5,7,30,30,50,70
1dqn,4,18,22,45,20,28
1fkg,9,19,20,35,21,95
1gaf,1,8,7,33,24,58
1gai,2,1,4,55,41,6
1qin,4,8,16,6,6,21
1r0p,3,17,27,20,23,65
1rmz,8,19,7,33,74,96
1tkb,0,18,34,9,69,86
1vyg,8,3,8,44,58,22
1xws,3,17,27,20,28,42
1ypg,3,17,27,20,28,95
2e94,3,14,13,24,69,57
2hah,9,12,15,26,13,63
2vnt,1,14,13,49,11,38
2vwn,3,14,39,11,6,18
2xbw,9,14,13,46,6,99
2z8e,4,4,19,18,12,80
3b92,1,19,7,33,24,58
3e92,3,6,24,28,2,72
3fur,1,8,9,49,11,21
3gkz,8,3,21,12,19,52
3gvu,3,17,39,32,28,53
3hs4,1,8,9,51,63,79
3hx3,8,0,1,47,18,96
3k97,1,6,3,28,2,18
3oy0,8,19,20,15,24,58
3sio,9,2,12,16,75,33
3t0x,3,0,13,28,37,72
3zcl,3,17,39,11,37,39
4a6l,3,17,24,35,21,72
4ehz,3,19,24,43,27,46
4ht0,1,8,9,49,11,13
4knm,1,8,9,49,11,13
4mo8,1,8,9,33,24,58
1v7a,3,19,29,28,2,27
2cc7,1,6,29,5,66,1
3vje,9,2,12,16,75,33
1b7h,8,12,5,1,3,19
4elf,3,14,32,42,72,82
4m2u,1,8,9,33,32,61
5tmn,9,12,5,1,79,63
1hih,9,12,12,26,65,23
1vyf,8,3,8,44,58,22
2b9a,1,6,3,39,31,48
2bqv,9,2,12,26,59,23
2jkh,3,17,27,15,0,57
2xc4,3,14,32,42,72,82
2xxt,8,3,26,53,40,69
2y80,3,17,13,46,52,38
3ml2,1,6,13,49,11,13
3u8l,8,19,20,35,21,27
4b8y,2,11,10,17,48,2
4hdb,9,2,15,21,55,83
3dbu,1,8,9,49,11,13
3vbd,1,6,13,33,2,38
1siv,9,12,10,1,65,19
3ifl,2,11,10,17,33,24
2rkg,9,2,15,26,59,23
2yfx,3,17,39,3,37,92
3hub,3,17,27,32,28,53
3tu7,9,12,15,6,79,63
4elh,3,17,27,32,28,53
1erb,8,0,1,47,18,96
1fzj,2,11,11,19,53,91
1ghy,1,6,29,57,30,59
1l6m,5,13,14,40,45,40
1stc,3,17,27,20,23,65
1ype,3,17,27,20,28,95
2cf8,3,17,27,58,28,95
2e9u,1,19,20,3,27,18
2pvj,3,17,20,3,27,92
2vvu,3,14,39,11,6,18
3f15,4,4,22,33,38,15
3kr8,1,14,32,42,26,97
3nx7,4,4,7,33,66,15
1ndz,3,17,27,32,28,53
1nvr,3,17,27,20,23,65
3fv2,4,4,19,18,12,68
1o5r,3,17,39,32,28,4
2yi0,1,6,3,24,46,94
2yk1,8,16,21,52,56,52
1g35,9,2,36,46,5,11
1yqj,3,17,39,58,37,42
3b4f,1,6,29,49,30,13
3ljz,3,17,15,24,76,4
3odu,8,19,20,43,21,95
3ryx,4,8,32,42,26,97
4isi,3,17,27,35,13,95
1fkh,9,19,20,35,13,95
1w5v,9,2,36,26,5,67
2d1n,8,12,5,1,13,34
2fxu,9,2,12,16,65,23
2jf4,4,4,19,48,16,26
2q1q,1,8,9,33,11,13
3bu1,5,13,38,13,64,56
3d8w,1,8,9,49,11,13
3i4b,3,6,39,24,46,4
3nxq,9,12,5,6,79,63
4eo8,3,19,20,15,0,57
4loo,3,17,24,3,27,92
4ly9,9,14,32,42,72,82
3g08,2,12,10,17,65,77
4elg,3,17,27,32,28,53
3rz8,8,19,20,12,24,58
2f80,9,2,15,21,55,83
2r59,9,12,15,26,79,34
3hit,2,9,6,34,42,85
3roc,3,14,13,24,6,18
2jds,3,17,39,11,37,39
4gg7,3,14,32,42,72,82
1efy,1,6,29,57,30,59
1h1d,3,14,32,42,26,97
1h1s,3,14,13,3,27,92
1w11,9,12,15,6,79,63
2vvv,1,14,39,24,6,18
2zcs,1,8,13,33,11,38
3d1y,9,2,12,16,59,23
3l3m,3,6,29,3,27,92
3le9,3,14,13,24,46,18
3v5t,3,17,27,32,28,42
3zbx,3,6,39,11,46,39
4h3g,3,17,39,11,28,4
4hym,3,17,39,3,27,92
4lko,3,17,24,28,2,72
3e5a,3,17,27,32,28,92
3f16,4,4,7,33,66,15
1jd0,1,8,9,51,63,79
1ydb,1,8,9,51,63,79
3hll,3,14,13,24,6,18
1c1u,1,6,29,57,30,59
1g4o,1,6,9,49,11,13
2pbw,8,19,7,12,24,76
3ug2,3,17,24,3,27,92
2e2r,8,0,1,39,18,52
1wuq,0,9,6,9,17,20
3hek,3,14,24,35,54,18
4djy,3,17,24,28,2,72
3tt4,1,19,29,35,66,34
1a28,8,0,1,47,22,32
4bj8,8,19,7,12,24,58
1b6l,9,12,12,26,65,23
1qbq,8,3,8,12,18,96
1tom,8,19,20,35,13,34
2cen,9,2,12,16,59,60
2pvk,3,6,39,3,46,94
2rd6,6,15,2,37,7,8
2v95,3,0,1,47,22,32
3d20,9,2,15,21,55,83
3fqe,3,19,29,3,27,92
3gjw,3,19,20,43,27,46
3gn7,1,19,29,43,27,46
3hku,4,18,13,33,24,15
3hvi,3,17,22,32,6,4
3jy0,3,6,39,3,27,18
3zps,9,2,12,16,59,60
4afg,8,19,21,52,21,52
2hs2,9,2,15,21,55,83
3dc3,1,8,9,51,63,79
2gj5,8,0,1,47,22,32
2yi7,1,6,3,24,46,72
4gih,1,6,3,5,37,18
4jwk,4,4,19,18,38,68
1hwr,9,19,20,35,21,95
1bzy,4,18,22,45,20,28
2qci,9,2,15,21,55,83
2xye,9,2,12,16,59,60
3npc,3,17,27,32,0,57
2uwd,3,6,3,24,54,18
3nu5,9,2,15,21,55,83
1d4j,9,2,36,26,76,11
3d83,3,17,39,32,37,53
3kek,3,17,13,3,27,92
3r7o,3,17,27,32,28,53
4e6q,3,17,24,43,37,46
2nmz,9,2,12,16,59,23
2nnp,9,2,12,16,59,23
3t1a,3,17,39,11,46,4
4bao,9,19,20,35,13,34
1k21,8,12,5,1,3,19
1mu6,4,14,32,6,6,99
3qkd,9,2,36,46,5,44
3zpu,9,2,12,16,59,60
4a6b,9,2,12,16,59,60
1lzq,9,2,12,26,59,23
1aaq,9,12,10,1,65,19
1b6m,9,2,12,26,59,23
1fd0,3,0,1,15,0,0
1fq5,9,2,36,16,59,60
1fzk,2,11,37,19,33,91
1k22,9,19,20,35,13,34
1mtr,9,2,12,26,59,23
1w5x,9,2,36,26,5,67
1z1h,9,2,15,26,55,83
1zpa,9,2,12,21,55,83
2al5,4,16,7,10,12,71
2baj,3,6,24,15,0,57
2j95,3,14,13,33,52,38
2ovy,3,17,24,28,2,72
2uwl,3,14,13,33,52,38
2vsl,9,12,5,1,13,34
2y82,3,14,13,46,52,38
2zda,3,19,20,35,13,34
3d0e,3,17,22,43,27,92
3el9,9,2,12,16,59,60
3qxv,3,14,22,6,6,99
3str,9,2,27,32,28,53
3sww,3,17,24,28,2,72
3zxz,3,17,39,11,37,39
4aoi,3,6,39,11,46,39
4bck,1,8,9,49,11,13
1e4h,1,8,16,7,39,66
1g48,1,8,9,49,11,13
1i9p,1,8,9,49,11,13
1i9q,1,8,9,49,11,13
1w96,9,2,12,26,76,0
1bwb,9,2,36,16,5,67
1i9o,1,8,9,49,11,13
4ksy,0,9,6,34,42,54
2za5,3,17,24,28,21,72
3nhi,8,3,8,44,58,22
3u7s,9,2,15,21,55,83
2vc9,4,4,19,18,12,80
2xyf,9,2,12,16,59,60
3kdd,9,2,15,26,76,11
2oag,3,14,13,24,52,38
2qo8,8,19,20,33,24,58
3zln,3,6,39,24,46,4
1i9l,6,15,2,37,7,8
1i9m,1,8,9,49,11,13
1w5y,9,2,36,26,5,67
2hs1,9,2,15,21,55,83
2p3b,2,11,36,16,5,60
2r5p,9,2,12,16,59,23
2uxz,9,2,12,16,59,60
2yix,3,17,24,3,2,92
3b1m,3,17,27,20,23,4
3n3j,1,6,29,49,11,13
1ec0,9,2,36,26,5,67
2g5u,1,8,16,7,39,21
2ieo,9,2,15,21,55,83
2ihq,1,6,3,24,46,18
3s45,9,2,15,21,55,83
4hdf,9,2,15,21,55,83
4m2r,1,19,13,33,52,61
7upj,3,17,13,58,76,47
2vh0,3,14,13,46,52,38
3i25,9,2,36,16,5,11
3u8j,8,3,21,12,19,52
1fcy,3,0,1,15,0,0
1i5r,9,2,12,16,75,33
1nfx,3,14,13,46,52,38
1rp7,0,18,34,9,69,86
1xkk,3,17,27,46,28,4
2boh,3,17,27,32,28,42
2oc2,9,2,15,26,76,11
2q64,9,2,12,26,59,23
2qu6,3,17,39,32,28,92
2vvc,3,14,39,11,6,18
2wn9,3,6,24,11,37,27
3hvh,3,14,22,32,6,4
3hvk,3,14,22,11,6,4
3lpi,9,2,15,21,55,47
3ml5,1,8,9,51,63,79
3suu,4,4,19,18,38,80
3ttm,5,3,8,23,47,41
4mlu,2,11,37,19,33,91
3kjd,1,19,29,43,27,46
4hwo,1,14,13,49,52,38
1hos,9,2,36,16,5,60
1ppl,9,12,12,26,65,23
2byr,9,2,12,16,75,33
3ejp,8,19,20,12,38,81
3v51,3,17,24,28,2,4
1bgq,1,6,3,31,54,18
1q1g,4,4,22,54,38,81
2x4z,3,17,27,32,28,53
3ejq,8,19,20,35,13,81
3v7x,1,19,13,33,11,38
4kmz,1,14,13,6,6,99
3r5t,9,2,15,26,76,47
2wky,8,16,7,10,66,71
3ibi,6,15,2,37,7,74
1bwa,9,2,36,16,5,67
3b66,1,14,32,42,26,97
3s43,9,2,15,21,55,83
3sxf,3,17,24,28,2,88
3t3u,3,17,24,3,27,42
4efs,1,6,39,24,46,18
4gj2,1,6,3,49,11,18
4ban,9,19,20,35,13,34
2cej,9,2,12,16,59,60
3ryz,4,18,32,42,26,97
4fcf,4,4,19,48,16,26
4hf4,3,17,39,32,37,53
4jx9,4,4,19,18,38,68
1g45,1,8,9,49,11,13
1mue,1,14,32,42,6,99
1r1j,6,15,2,37,7,8
1t31,9,2,36,58,5,44
2qry,1,18,9,33,69,86
3hkw,9,2,27,46,0,44
3s71,1,16,21,52,56,87
6std,1,8,9,49,32,21
2oax,3,0,1,47,22,32
1i9n,1,8,9,49,11,13
3d1x,9,2,12,16,59,23
3u8k,8,19,20,12,19,27
2qd6,9,2,15,21,55,83
2q55,9,2,15,26,76,23
1bcd,5,10,31,27,68,93
1g4j,1,8,9,49,11,13
1jgl,8,0,1,47,22,32
1lnm,9,0,1,47,22,32
1ohr,9,2,12,26,59,23
1pxo,1,6,9,5,11,13
1t7j,9,2,15,21,55,83
1w13,9,12,15,6,79,63
1xap,3,0,1,15,0,0
2b7d,9,14,15,6,6,4
2f8g,9,2,15,21,55,83
2fmb,2,2,12,16,59,23
2h4n,1,8,9,51,63,79
2jh0,3,14,13,33,52,38
2ojj,1,6,39,24,46,18
2uwo,3,14,13,33,52,38
2vj8,8,19,20,35,13,34
2wgj,3,17,39,3,37,92
2wyg,3,14,13,33,52,38
2y5f,3,17,27,32,28,95
2y7z,3,17,13,46,52,38
2y81,3,14,13,46,52,38
3brn,8,16,7,52,10,52
3d9z,1,8,9,49,32,48
3eqr,3,17,27,32,28,53
3hvj,3,17,27,32,6,4
3i5z,3,6,39,24,46,4
3i60,3,6,39,24,46,4
3s73,1,16,21,52,56,87
4a7i,8,19,20,33,24,58
4bah,8,19,20,35,13,34
4eo6,3,19,20,15,0,57
4hy1,3,17,27,3,27,92
3ckz,4,4,19,18,12,68
3lik,9,14,15,6,79,11
3p8o,9,2,12,16,59,60
3ts4,9,14,15,6,79,11
4ish,3,17,27,20,23,4
4ivb,3,19,24,43,27,46
1b6k,9,2,12,26,76,23
1mjj,9,12,15,6,79,63
1sdv,9,2,12,16,59,23
2vkm,9,2,15,26,76,11
3rz1,4,18,32,42,26,97
4ei4,3,19,24,43,27,46
4gii,1,6,3,24,46,18
1bnv,1,8,13,33,52,61
1d4l,9,2,15,26,55,83
1qft,6,15,2,37,7,74
1x38,4,4,3,18,38,81
1zp8,9,2,15,21,55,83
2wkz,9,2,12,16,59,60
3b5r,1,14,32,42,26,97
3qdd,1,6,29,5,2,88
4e4l,3,17,13,43,37,38
4m0f,9,0,1,47,75,33
1fkn,2,11,11,19,9,91
1g46,1,8,9,49,11,13
1w5w,9,2,36,26,5,67
3d1z,9,2,15,21,55,83
3oaf,1,6,29,5,30,88
3rt4,2,12,10,17,65,77
1ork,9,2,12,20,54,0
1g54,1,8,9,49,11,13
1m0b,9,2,12,26,59,23
2zxg,9,12,15,35,13,34
3fvk,4,4,19,18,12,68
3nu4,9,2,15,21,55,83
4i5c,3,17,39,43,37,92
4ks1,8,19,5,12,3,76
1lhu,8,0,1,47,22,32
3mxd,9,2,15,21,55,83
1d4i,9,2,36,26,5,11
2avo,9,2,12,16,59,23
3b67,4,14,32,42,26,97
4gj3,1,6,3,49,6,18
2xej,9,12,5,6,65,63
1n3i,4,19,22,54,38,81
1nfy,3,14,13,46,52,38
1nt1,9,17,15,35,13,95
2idw,9,2,15,21,55,83
2y7x,3,14,13,46,52,38
3ekp,9,2,15,21,55,83
3vhc,3,17,29,28,2,88
3zze,1,6,3,24,66,1
3egt,8,19,20,56,69,76
4bak,9,12,20,35,13,34
1ec1,9,2,36,16,5,67
1kzn,9,2,12,16,59,47
1r1h,9,12,15,6,13,34
3k37,8,12,5,1,3,76
4e6d,3,17,39,43,37,46
4heg,9,2,15,21,55,83
4bam,9,19,20,35,13,34
1j37,8,16,7,10,19,17
1nfw,3,14,39,11,37,38
2p4j,9,2,12,26,59,23
3dcc,1,8,9,49,32,48
3i9g,8,3,8,44,58,22
3rz7,4,14,32,42,26,97
3v5p,3,17,24,3,27,92
4ag8,3,6,39,11,37,39
4k18,3,6,3,24,46,18
1apv,9,12,5,1,65,19
1e3g,8,0,1,47,22,32
1fm9,3,17,27,58,76,47
1k27,4,19,22,54,61,49
1mq5,3,17,27,3,28,42
1mu8,4,14,32,6,6,99
1y0l,8,19,29,5,24,88
2j4i,9,14,13,46,52,38
2wyj,3,14,13,33,52,38
3dcw,1,8,9,5,32,48
3jrx,9,2,12,26,76,0
3u6h,3,17,27,32,28,53
3u6i,3,17,27,58,28,47
3ui7,3,17,24,28,2,72
4h3f,3,17,27,32,28,53
2q54,9,2,15,26,76,11
4baq,9,12,20,35,13,34
4jh0,3,17,24,28,2,72
1ec3,9,2,36,16,5,60
1g53,1,8,9,49,11,13
1qkt,8,0,1,47,22,32
3m37,3,14,32,42,72,82
3vfb,9,2,15,21,55,83
1ebw,9,2,12,26,65,23
1ezq,3,17,15,28,76,34
1kdk,8,0,1,47,22,32
1s63,3,17,24,32,28,72
3hb4,3,0,1,47,22,32
3nu9,9,2,15,21,55,83
4e4n,3,19,20,43,0,57
4i72,4,4,22,54,38,49
1nw4,4,4,22,54,38,81
2qd8,9,2,15,21,55,83
3gba,4,4,19,18,12,68
1bnw,1,8,9,49,11,61
2rkf,9,2,15,26,59,23
3a2o,9,2,15,26,55,0
3ffg,3,14,27,20,72,82
3sue,9,2,12,16,59,33
1d3d,3,17,27,58,28,42
1msn,9,2,15,26,76,11
2v58,1,8,16,7,39,66
2w8y,3,0,1,47,22,32
1h22,8,19,20,35,21,95
2qd7,9,2,15,21,55,83
3lea,3,14,39,11,37,4
3lpk,9,2,15,21,55,83
3mdz,1,8,9,5,32,48
3o56,3,17,27,43,27,92
3pwm,9,2,15,21,55,83
3vf7,9,2,15,21,55,83
4az6,4,4,19,18,38,80
4hws,1,14,13,49,11,13
1d9i,9,14,13,35,52,34
1ta6,9,12,20,35,13,34
2wb5,3,19,20,35,13,81
2qmg,9,2,15,26,76,47
2xjx,3,17,27,32,28,95
3d91,9,2,12,26,59,23
3ibu,8,3,8,44,58,22
8cpa,9,12,15,6,79,63
1z71,3,14,32,11,6,99
2fgu,9,2,12,16,59,23
2xb7,9,17,27,32,28,53
3ozg,4,18,22,54,38,81
3vfa,9,2,15,21,55,83
1mh5,9,12,15,6,79,63
1d4k,9,2,12,26,76,23
1fcz,3,0,1,15,0,0
1hpo,3,17,13,58,76,47
1hps,9,2,15,26,59,23
1hpv,9,2,15,21,55,83
1uho,3,17,27,32,52,53
1x39,4,4,19,18,38,81
1zvx,1,14,13,33,52,38
2cer,4,4,20,18,38,81
2o4l,9,14,32,46,72,82
3rwp,3,17,39,32,28,92
4jia,3,17,39,32,28,53
4dv8,8,19,20,35,13,34
2avv,9,2,12,16,59,23
3zlr,3,17,27,58,46,4
1sdt,9,2,12,16,59,23
2xab,1,6,3,39,30,94
3b65,6,15,2,37,7,8
3nzk,3,19,20,35,54,34
1xow,8,0,1,47,22,32
3kdc,9,2,15,26,76,11
3p8n,9,2,12,16,59,60
3rux,9,18,22,54,61,49
3vhd,3,6,29,5,2,88
4asd,1,14,32,42,72,82
4n6h,3,17,27,20,23,65
2ayr,3,17,27,58,76,42
2iw4,5,10,28,22,57,10
2yxj,9,2,36,46,5,44
3nu6,9,2,15,21,55,83
4er2,2,12,10,17,65,2
1bn4,1,8,9,49,11,61
3rdq,8,3,8,12,24,58
2aqu,9,2,12,16,59,60
1bn1,1,8,9,49,11,61
3vf5,9,2,15,21,55,83
2e27,4,4,19,18,54,81
2p95,3,6,39,11,37,18
3nuj,9,2,15,21,55,83
4ca5,9,2,36,26,5,11
1ebz,9,2,15,26,76,11
1fkf,2,2,12,16,75,33
1ksn,3,14,13,28,2,38
1met,9,2,36,58,5,67
1pme,3,6,39,11,46,39
2o4r,8,0,1,47,22,32
2w26,3,14,13,24,52,18
4a4q,9,2,12,16,59,60
4erf,9,17,15,15,0,0
3ekv,9,2,15,21,55,83
3ekx,9,2,12,26,59,23
1hsh,9,2,12,16,59,23
3bgs,4,19,22,54,38,81
3rbu,5,7,17,40,45,70
1g1d,1,8,9,49,11,13
4b7p,3,17,27,3,54,18
1qbs,9,2,36,58,5,67
1xjd,3,17,27,20,23,65
1bnq,1,8,13,33,52,61
1hvr,9,2,36,58,5,67
1s19,8,0,1,47,22,32
2p4s,4,19,22,54,38,81
1m4h,2,11,11,19,9,91
2ax9,1,8,32,42,26,97
2bys,8,19,20,35,21,27
2g94,9,12,10,26,65,23
2gvj,8,19,20,35,37,95
2hoc,1,8,9,49,11,13
3fv3,2,12,10,17,65,2
3g5k,8,12,5,1,3,76
4ivd,3,17,24,43,27,46
1g52,1,8,9,49,11,13
2pog,3,6,3,28,21,27
3ppm,8,19,20,35,21,27
4afh,8,19,20,35,21,27
1dmp,9,2,36,58,5,67
1ws1,8,12,5,1,3,76
4gr0,9,14,15,46,79,11
1i37,8,0,1,47,22,32
1o86,8,19,20,35,13,34
2z4o,9,2,15,21,55,83
4ax9,9,14,15,6,79,63
4gql,9,2,36,46,79,11
4gqp,8,3,21,12,19,52
3s56,9,2,12,16,59,23
1if8,3,19,13,33,52,38
2zx8,4,4,19,18,38,81
3el1,9,2,12,16,59,60
3s54,9,2,15,21,55,83
4b7r,8,3,5,1,3,76
3pe1,1,6,39,11,46,39
3dp9,8,19,20,43,61,49
1bnu,1,8,9,49,11,61
1df8,8,19,7,12,24,58
1eby,9,2,36,26,5,67
1fkb,2,2,12,16,75,33
1mrw,9,2,12,15,59,0
2vh6,3,14,13,46,52,38
3sm2,9,2,15,21,55,83
4fk6,3,17,39,43,27,92
1z6e,3,14,32,42,72,82
3fuc,4,18,17,42,26,97
1nh0,9,2,15,26,79,11
3dk1,9,2,15,21,55,83
3p3g,1,6,3,39,54,94
3ggu,9,2,15,21,55,83
456c,1,14,13,33,52,38
1bnt,1,8,9,49,11,61
3lxk,3,19,20,43,27,92
3nuo,9,2,15,21,55,83
1pvn,0,18,17,45,20,28
3m36,3,14,32,42,72,82
3nu3,9,2,15,21,55,83
4eb8,4,4,22,54,38,81
2xef,2,11,10,17,33,77
2std,1,19,29,5,2,1
3kdb,9,2,12,26,59,11
3rdo,8,19,7,12,24,58
1bn3,1,8,9,49,11,61
2drc,3,14,22,6,6,99
1hxb,9,2,12,16,59,23
1zsf,9,2,12,26,59,23
2vnp,0,7,17,56,8,5
3ies,0,14,34,46,42,4
3rlb,1,19,29,5,2,88
1hvl,9,2,36,16,59,60
1bv9,9,2,36,16,5,67
1fjs,3,14,27,32,6,4
2xmy,3,14,13,33,52,38
1bnn,1,8,9,33,11,61
1bxo,9,2,12,26,65,23
1d4h,9,2,36,26,76,11
1ec2,9,2,36,16,5,60
1flr,1,6,3,31,71,9
1gar,9,14,15,6,79,99
1rjk,8,0,1,47,22,32
3h5b,9,2,15,21,55,83
4ivc,3,17,24,43,27,46
4lhv,0,9,34,9,17,37
3mxe,9,2,15,21,55,83
1n4k,0,7,35,4,62,78
1nm6,3,17,27,35,76,95
3lzu,9,2,15,21,55,83
1sdu,9,2,12,26,59,23
1sr7,9,0,1,47,22,32
2o4j,8,0,1,47,22,32
2p16,3,17,27,32,28,53
1y6r,4,19,22,54,61,49
4f3k,3,19,22,54,61,49
3ps1,1,6,3,24,54,18
3u8n,8,19,20,12,24,46
4ggz,8,19,7,12,24,58
1ie9,8,0,1,47,22,32
2qi3,9,2,15,21,55,83
2qi7,9,2,15,21,55,83
3t3c,9,2,15,21,55,83
1qbu,9,2,15,58,76,47
1rr6,4,4,22,54,38,81
1bv7,9,2,36,16,5,67
1c70,9,2,12,16,59,23
1hvs,9,2,36,16,59,60
2p15,3,0,1,47,22,32
4djq,9,2,15,21,55,83
4std,1,8,3,39,66,21
3i6o,9,2,15,21,55,83
4lvt,9,2,36,16,5,44
1c4u,9,14,13,46,52,38
1kzk,9,2,15,26,76,11
2qi4,9,2,15,21,55,83
4ffs,8,19,20,43,61,49
2o4k,9,2,12,16,59,60
1msm,9,2,15,26,76,11
2zx7,4,4,19,18,38,81
5std,3,6,24,28,46,94
2o4s,9,2,15,26,59,23
1b8n,4,4,22,54,38,81
1if7,3,19,13,33,52,38
1n46,3,6,13,28,2,18
2f81,9,2,15,21,55,83
1g2o,4,4,22,54,38,81
4djp,9,2,15,21,55,83
1qbr,9,2,36,16,5,67
2qi6,9,2,15,21,55,83
3djk,9,2,15,21,55,83
3ekt,9,2,15,21,55,83
3lzv,9,2,15,21,55,83
1qbt,9,2,36,16,5,67
2xei,9,12,15,6,79,63
4lch,9,14,15,6,54,11
1b8o,4,4,22,54,38,81
1dif,2,2,12,16,59,60
3cs7,3,17,27,32,72,82
2pk5,9,2,36,16,59,11
2wva,0,9,34,9,69,86
2xeg,9,12,15,6,79,63
3o9a,9,2,15,21,55,83
4agc,3,6,39,11,37,39
2o4p,9,14,32,46,72,82
3o9d,9,2,15,21,55,83
7std,1,19,29,5,2,1
3gi4,9,2,15,21,55,83
4hla,9,2,15,21,55,83
1ebg,5,10,30,40,45,40
1hxw,9,2,12,26,59,23
3o99,9,2,15,21,55,83
2qi5,9,2,15,21,55,83
3i7e,9,2,15,21,55,83
2pk6,9,2,12,16,59,11
4i8w,9,2,15,21,55,83
1hvi,9,2,36,16,59,60
1hvk,9,2,36,16,5,60
1m7y,4,18,17,45,69,15
3lzs,9,2,15,21,55,83
4ase,3,17,39,24,2,4
4kb9,9,2,15,21,55,83
1dqx,0,18,17,45,73,5
1q84,3,17,27,58,28,65
4i8z,9,2,15,21,55,83
1eix,0,18,17,45,73,5
1x1z,0,18,17,45,73,5
3k8o,4,4,22,54,38,81
1d4y,9,14,32,46,72,82
3std,3,6,24,28,21,94
2i4v,9,2,15,21,55,83
3gi5,9,2,15,21,55,83
3gi6,9,2,15,21,55,83
3ok9,9,2,15,21,55,83
1hpx,9,2,12,26,59,23
3k8q,4,4,22,54,38,81
1pro,9,2,36,58,76,47
2q5k,9,2,15,26,59,23
2xpk,3,19,20,35,38,81
3o9e,9,2,15,21,55,83
3st5,9,2,15,21,55,83
4f2w,8,19,22,54,61,49
4gbd,4,18,22,54,61,49
2hb3,9,2,15,21,55,83
1hvj,9,2,12,16,59,60
2i0a,9,2,15,21,55,83
1lyb,2,12,10,17,65,2
4djo,9,2,15,21,55,83
6cpa,9,12,15,6,79,63
3qaa,9,2,15,21,55,83
2i4u,9,2,15,21,55,83
3qoz,9,2,15,21,55,83
2i4w,6,15,2,37,7,8
2i4d,9,2,15,21,55,83
1y6q,8,19,22,54,61,49
2i4x,9,2,15,21,55,83
4dfg,9,2,15,21,55,83
1duv,4,7,17,10,24,58
3o9i,9,2,15,21,55,83
4f3c,8,19,20,43,61,49
1sl3,3,14,32,42,6,99
1ctu,4,4,19,18,38,68
