X1_VDW,X2_HB,X3_HP,X4_HM,X5_HS,X6_RT,Y1_HPScore,Y2_HMScore,Y3_HSScore,Y4_affinity_score
733.49,5.06,40.39,0,178.83,2,6.89,6.82,7.17,6.96
465.77,3.32,34.13,1.67,168.25,0,5.79,6.41,6.11,6.1
413.59,4.44,20.06,0,87.46,0,5.52,5.67,5.66,5.61
498.04,4.01,58.03,2.9,136.09,0,6.17,7.09,6.16,6.47
335.34,0.49,67.23,1.56,174.44,2,5.29,5.37,5.22,5.29
561.37,0.89,49.14,5.37,226.6,7,5.75,7.3,5.91,6.32
480.72,0,109.81,5.89,301.65,6,5.99,7.19,5.92,6.36
426.24,4.8,14.02,0.36,54.41,4,5.29,5.51,5.24,5.35
398.89,7.11,14.76,0.27,98.12,4,5.31,5.6,5.48,5.46
392.5,6.69,10.95,0.47,39.24,1,5.41,5.9,5.45,5.59
349.91,8.03,7.37,0,46.56,4,5.1,5.39,5.14,5.21
903.71,8.09,11.13,0,16.83,9,7.04,7.13,6.79,6.99
467.15,2.76,0,0,0,2,5.34,5.52,5.22,5.36
941.81,7.7,81.56,1.6,140.7,11,7.69,7.67,7.23,7.53
382.96,4.32,13.98,0.36,32.12,0,5.33,5.67,5.3,5.44
239.15,3.49,0,0,0,2,4.46,4.68,4.36,4.5
408.15,2.12,57.76,2.88,242.25,7,5.28,5.85,5.45,5.53
329.09,1.56,20.96,0.97,21.85,2,4.91,5.22,4.67,4.93
442.28,8.76,0,0,0,5,5.38,5.74,5.29,5.47
488.66,1.95,65.46,5.36,391.08,12,5.36,6.63,5.91,5.97
461.89,5.42,56.91,1.4,51.7,0,6.09,6.5,5.78,6.12
419.84,5.57,56.36,2.42,107.47,0,5.93,6.74,5.84,6.17
736.53,5.27,69.74,2.19,284.6,8,6.81,7.12,7.08,7
801.13,3.4,104.83,4.59,309.62,17,6.74,7.24,6.49,6.82
412.92,4.08,31.02,1.07,112.34,1,5.53,5.95,5.64,5.7
364.9,7.57,14.87,0.27,97.81,4,5.2,5.51,5.37,5.36
439.6,3.16,72.33,4.51,175.08,4,5.78,7,5.66,6.15
415.09,4.6,0,0,0,2,5.23,5.5,5.14,5.29
198.5,1.13,26.29,0.72,61.25,6,4.17,4.17,3.91,4.08
480.66,11.43,7.87,0,42.29,4,5.81,6.26,5.89,5.99
281.06,2.07,18.22,0.62,83.91,5,4.54,4.66,4.49,4.56
407.03,2.54,64.79,3.05,243.54,5,5.48,6.15,5.67,5.77
319.49,4.16,4.5,0.67,40.42,3,4.8,5.24,4.8,4.95
503.29,5.56,0,0,0,3,5.57,5.85,5.48,5.63
637.83,8.76,58.5,0.82,191.41,7,6.56,6.64,6.65,6.62
259.6,2.87,6.21,0,54.28,5,4.39,4.41,4.34,4.38
900.98,8.85,0,0,0,2,7.4,7.87,7.4,7.56
1104.75,10.71,136.46,5.9,462.64,24,8.2,9.02,8.22,8.48
359.26,6.94,0,0,0,1,5.19,5.61,5.18,5.33
785.07,11.25,5.44,0,29.24,9,6.69,6.97,6.6,6.75
998.76,10.08,41.96,0.36,176.79,19,7.2,6.88,7.06,7.04
539.67,0.57,191.43,6.51,320.3,4,7.11,7.92,6.45,7.16
439.39,0,64.78,2.28,107.86,0,5.78,6.21,5.52,5.83
404.19,1.59,49.89,1.56,182.58,1,5.53,5.85,5.7,5.69
612.45,3.86,130.99,4.78,226.54,23,5.87,6.03,4.9,5.6
599.92,6.65,107.95,2.87,130.55,5,6.87,7.26,6.28,6.8
481.21,2.81,32.69,0.49,159.61,3,5.63,5.67,5.83,5.71
456.93,3,30.51,0.49,151.39,3,5.52,5.59,5.71,5.61
550.04,5.25,13.39,1.67,32.87,7,5.62,6.26,5.41,5.76
200.72,10.8,0,0,0,0,4.83,5.46,4.92,5.07
422.91,0,48.74,4.83,183.28,10,4.96,6.16,4.85,5.32
426.8,1.22,53.48,0.75,174.61,3,5.51,5.4,5.55,5.49
321.66,1.35,81.02,1.64,118.44,0,5.53,5.63,5.19,5.45
617.72,11.55,26.96,2.66,107.57,19,5.62,6.39,5.36,5.79
287.5,2.27,72.69,1.69,136.06,0,5.37,5.6,5.19,5.38
494.68,1.78,73.29,1.12,160.88,2,6.05,5.97,5.9,5.97
236.54,0.02,29.84,1.05,95.9,1,4.6,4.83,4.57,4.66
738.37,4.61,60.25,3.19,200.2,22,5.84,6.08,5.44,5.79
476.19,4.92,6.86,0.14,9.08,5,5.37,5.54,5.18,5.36
373.48,3.63,33.63,0,120.49,3,5.25,5.14,5.3,5.23
736.92,8.17,7.7,0.14,36.54,10,6.29,6.42,6.12,6.28
734.24,6,68.21,2.63,267.99,12,6.58,6.96,6.69,6.75
521.31,7.08,0,0,0,5,5.6,5.88,5.48,5.66
566.25,10.41,56.91,1.32,226.84,17,5.74,5.75,5.73,5.74
623.31,3.39,83.64,2.42,264.62,2,6.75,7.15,6.95,6.95
434.91,6.12,6.23,0.14,33.29,3,5.38,5.69,5.38,5.48
615.08,6.36,19.35,0.79,125.25,8,5.93,6.2,6.03,6.06
367.02,5.41,13.28,0.13,7.47,1,5.26,5.53,5.13,5.31
430.6,5.35,16.17,0.27,86.9,1,5.54,5.84,5.7,5.69
459.64,8.94,0,0,0,2,5.64,6.11,5.64,5.8
562.91,1.35,128.98,6.99,278.28,7,6.5,7.98,6.16,6.88
440.53,2.43,53.52,1.56,167.34,3,5.63,5.89,5.67,5.73
656.42,4.18,72.41,4.45,233.23,9,6.4,7.46,6.38,6.75
312.26,3.5,2.23,0.42,25.4,0,4.9,5.33,4.93,5.05
208.49,1.11,35.17,1.64,96.82,0,4.65,5.15,4.63,4.81
262.56,6.14,6.49,0,13.95,3,4.7,4.95,4.61,4.75
619.73,13.24,0,0,0,5,6.33,6.9,6.32,6.52
468.51,4.15,93.79,2.91,106.69,0,6.38,6.99,5.93,6.43
414.98,1.59,30.68,0.88,63.72,1,5.4,5.63,5.27,5.43
614.25,7.69,0,0,0,2,6.19,6.61,6.17,6.32
429.04,4.19,22.84,0,104.81,0,5.59,5.71,5.77,5.69
706.24,0,60.41,1.72,223.37,2,6.69,6.86,6.87,6.81
445.65,3,39.69,0.79,169.26,4,5.5,5.57,5.65,5.57
657.05,4.08,62.43,4,170.62,18,5.75,6.41,5.32,5.83
873.37,3.6,129.95,4.48,273.12,2,8.18,8.96,8,8.38
531.23,3.97,42.39,1.64,65.8,3,5.98,6.44,5.74,6.05
273.2,6.83,0,0,0,2,4.78,5.16,4.74,4.89
460.8,0.99,95.21,3.96,243.69,0,6.19,7.04,6.22,6.49
886.1,10.6,52.99,3.29,278.63,20,6.81,7.52,6.96,7.1
323.19,6.82,0,0,0,1,5.04,5.45,5.03,5.17
1090.41,13.14,3.81,0.58,56.53,12,7.81,8.32,7.79,7.97
607.6,1.54,31.93,3.73,210.16,22,4.9,5.46,4.73,5.03
1132.77,11.23,171.77,6.48,519.86,25,8.6,9.31,8.51,8.81
1084.94,12.91,14.98,0.58,24.41,12,7.88,8.27,7.63,7.93
565.41,0,70.57,2.61,175.94,0,6.34,6.84,6.29,6.49
571.94,0.06,59.72,5.47,234.24,6,5.9,7.4,6.02,6.44
527.72,3.88,35.63,0.34,153.92,0,6.08,6.2,6.34,6.21
552.31,4.07,48.89,2,75.72,6,5.94,6.38,5.6,5.97
805.55,12.95,0,0,0,7,6.94,7.42,6.87,7.07
918.17,2.18,172.32,6.66,343.1,12,8.05,8.87,7.45,8.13
591.93,1.09,56.73,2.51,112.2,5,6.07,6.53,5.77,6.13
483.8,7.58,41.99,1.71,146.66,9,5.61,6.06,5.59,5.75
487.58,3.36,28.29,0.89,88.89,7,5.4,5.52,5.25,5.39
508.68,2.33,0,0,0,2,5.48,5.64,5.35,5.49
728.97,5.13,76.95,1.98,136.56,13,6.53,6.51,5.99,6.34
507.01,7.47,26.58,0.34,114.91,4,5.87,6.09,6,5.99
221.87,3.51,0,0,0,1,4.46,4.71,4.38,4.52
257.24,3.75,39.38,0.36,53.29,3,4.84,4.82,4.57,4.75
495.85,8.52,62.58,0.89,152.89,8,5.96,5.98,5.82,5.92
680.06,1.24,117.51,3.65,396.55,6,6.92,7.24,7.18,7.12
421.75,2,65.2,2.32,173.9,0,5.82,6.35,5.86,6.01
444.04,6.56,16.44,0.27,84.41,2,5.6,5.91,5.74,5.75
424.09,1.69,49.62,1.56,186.48,1,5.61,5.94,5.8,5.79
333.07,4.02,53.52,1.6,67.68,0,5.47,5.93,5.22,5.54
534.49,4.78,27.5,0.25,63.5,3,5.9,6,5.8,5.9
679.74,8.05,0,0,0,2,6.47,6.9,6.45,6.61
278.81,5.63,0,0,0,0,4.86,5.25,4.85,4.99
571.98,4,108.44,4.09,243.57,6,6.55,7.26,6.34,6.72
560,5.12,4.12,0,49.8,7,5.57,5.64,5.51,5.57
670.92,2.7,80.89,3.17,199.71,5,6.69,7.27,6.56,6.84
673.23,4.41,0,0,0,13,5.58,5.44,5.17,5.4
383.49,2.39,78.81,2.95,199.05,0,5.81,6.48,5.83,6.04
438.34,6.89,10.31,0.36,23.65,2,5.54,5.96,5.5,5.67
456.48,4.55,63.95,2.61,155.1,0,6.09,6.86,6.11,6.35
428.15,6.21,0,0,0,2,5.37,5.71,5.31,5.46
668.16,1.59,37.27,1.67,112.93,9,5.99,6.17,5.76,5.97
341.88,7.95,0,0,0,1,5.18,5.64,5.19,5.33
551.21,4.39,38.63,0.97,168.32,1,6.17,6.49,6.44,6.37
472.12,2.65,88.47,4.51,183.01,3,6.09,7.18,5.87,6.38
339.51,0.71,41.12,2.24,100.8,4,4.96,5.48,4.78,5.07
520.2,7.97,0,0,0,2,5.83,6.26,5.81,5.97
745.38,7.29,11.76,0.25,43.57,7,6.49,6.7,6.39,6.53
532.96,10.76,0,0,0,5,5.85,6.3,5.8,5.98
445.65,2.23,59.31,1.79,165.31,4,5.63,5.88,5.57,5.7
647.42,3.24,50.92,1.31,162.53,3,6.48,6.7,6.53,6.57
745.95,5.18,65.82,4.26,238.79,21,6.02,6.69,5.75,6.15
350.18,4.7,0,0,0,1,5.03,5.35,4.98,5.12
442.5,0,118.01,2.84,270.87,2,6.15,6.24,6,6.13
228.47,0.97,54.86,1.35,113.74,0,4.9,5.1,4.77,4.92
466.58,5.55,40.82,1.32,138.05,3,5.79,6.21,5.88,5.96
308.23,0.03,0,0,0,3,4.49,4.51,4.29,4.43
825.46,3.77,152.07,5.27,334.72,10,7.7,8.32,7.34,7.79
727.9,10.32,25.31,2.83,140.68,23,5.73,6.38,5.49,5.87
460.22,3.89,79.05,1.58,131.22,0,6.2,6.41,5.98,6.2
482.18,3.71,90.97,1.98,138.52,2,6.27,6.44,5.9,6.2
312.41,7.53,18.89,0,54.03,4,5.02,5.19,4.98,5.07
639.39,3.57,55.05,3.25,180.24,4,6.44,7.35,6.51,6.77
587.01,1,71.12,2.59,119.61,4,6.24,6.63,5.87,6.25
555.28,6,25.58,0.14,51.23,3,6.03,6.16,5.92,6.04
262.9,6.59,0,0,0,2,4.73,5.09,4.68,4.83
536.27,11.35,0,0,0,9,5.65,5.99,5.49,5.71
405.42,6.75,4.81,0.14,20.38,3,5.29,5.63,5.25,5.39
244.44,7.7,0,0,0,2,4.71,5.13,4.69,4.84
500.26,8.22,0,0,0,3,5.7,6.11,5.66,5.82
382.91,4.61,61.76,1.6,145.26,0,5.78,6.19,5.78,5.91
487.59,2.02,63.88,2.47,184.26,0,6.08,6.68,6.16,6.31
298.03,1,39.57,1.98,95.88,2,4.92,5.43,4.8,5.05
521.91,6.33,33.95,0.34,55.17,3,5.99,6.13,5.83,5.98
368.18,0.79,63.66,2.56,177.78,1,5.47,6.01,5.48,5.65
820.53,4.26,74.65,6.05,213.39,32,5.67,6.52,4.89,5.69
537.43,8.91,0,0,0,4,5.83,6.23,5.77,5.94
538.13,2.48,68.91,2.27,285.4,5,6.04,6.36,6.35,6.25
275.92,0,51.66,1.74,126.32,0,5.01,5.34,4.94,5.1
254.89,2.71,54.29,1.18,148.65,2,4.97,5.12,4.96,5.02
631.73,5.35,34.78,0,100.72,2,6.45,6.44,6.47,6.45
608.57,2.63,59.37,1.04,285.29,1,6.49,6.57,7.01,6.69
473.85,8.22,8.45,0,7.72,4,5.61,5.91,5.49,5.67
767.41,5.65,30.48,0.66,137.7,9,6.54,6.59,6.55,6.56
282.57,0.78,37.5,1.35,156.3,2,4.83,5.1,4.96,4.96
450.56,6.06,0,0,0,3,5.39,5.69,5.3,5.46
212.08,1,17.49,0.53,128.98,4,4.26,4.33,4.41,4.33
283.91,1.19,58.17,1.83,176.89,0,5.16,5.53,5.26,5.32
699.45,7,3.77,0,13.94,7,6.22,6.39,6.06,6.23
625.92,3.65,43.36,1.73,193.04,2,6.41,6.91,6.69,6.67
331.96,3.02,1.03,0,11.05,0,4.94,5.2,4.92,5.02
533.7,4.34,31.97,1.77,218.38,0,6.1,6.83,6.65,6.53
743.23,0,87.85,2.05,241.69,2,7.08,7.14,7.09,7.1
561.9,2,38.65,1.6,206.02,2,6.02,6.44,6.37,6.28
483.91,6.16,0,0,0,5,5.4,5.64,5.26,5.44
466.22,4.53,0,0,0,4,5.31,5.5,5.16,5.32
507.33,5.83,20.4,0.14,100.53,5,5.66,5.75,5.73,5.72
521.22,1.02,0,0,0,4,5.34,5.37,5.13,5.28
763.16,12.92,0,0,0,10,6.58,6.95,6.42,6.65
412.27,3,80.9,1.94,130.42,0,5.98,6.27,5.72,5.99
377.37,0,56.76,2.11,355.72,5,5.16,5.41,5.81,5.46
680.6,3.8,53.87,0.55,189.88,7,6.43,6.21,6.46,6.36
327.03,0.05,59.01,1.97,136.03,1,5.22,5.55,5.09,5.29
332.82,10.83,0,0,0,3,5.17,5.7,5.18,5.35
250.7,0.73,0,0,0,1,4.42,4.55,4.29,4.42
735.86,4.74,38.42,1.31,71.8,6,6.62,6.91,6.36,6.63
744.5,9.43,56.38,1.07,141.68,13,6.64,6.65,6.39,6.56
442.45,1.58,95.06,2.34,134.82,4,5.91,6.01,5.39,5.77
462.82,2.8,36.05,0,153.21,2,5.65,5.51,5.82,5.66
460.74,6.41,0,0,0,2,5.51,5.86,5.46,5.61
472.01,1.53,68.99,1.94,107.75,1,5.97,6.26,5.67,5.97
277.03,6.25,0,0,0,2,4.76,5.11,4.71,4.86
688.39,0,126.45,4.74,274.49,4,7.09,7.77,6.82,7.22
260.76,1.17,16.91,0.27,77.94,3,4.52,4.54,4.5,4.52
784.25,2.03,81.83,5.19,374.48,21,6.14,6.88,6.22,6.41
626.89,5.15,0,0,0,5,5.92,6.11,5.76,5.93
718.03,7.11,1.95,0,14.69,7,6.29,6.48,6.15,6.3
417.82,5.46,5.45,0,23.04,3,5.27,5.5,5.22,5.33
455.63,12.94,5.5,0,34.11,7,5.58,6.02,5.6,5.73
414.3,2.98,80.63,3.84,151.2,3,5.8,6.72,5.54,6.02
850.81,2.95,112.24,4.64,298.6,10,7.4,8.09,7.24,7.58
734.28,8.19,65.46,1.79,180.28,11,6.74,6.96,6.59,6.76
378.58,4.04,3.32,0.66,34.14,0,5.2,5.75,5.27,5.41
499.03,5.46,0,0,0,5,5.43,5.63,5.27,5.44
371.7,2.75,25.41,4.26,151.34,3,5.12,6.69,5.35,5.72
459.19,7.47,45.64,0.28,51.21,0,6.09,6.27,5.91,6.09
554.33,6.79,57.02,2.93,144.92,7,6.11,6.93,5.99,6.34
510.36,4.14,0,0,0,2,5.58,5.83,5.49,5.64
422.48,8.34,0.76,1.77,8.96,14,4.73,5.43,4.4,4.85
388.56,6.35,0,0,0,4,5.09,5.37,4.99,5.15
539.21,1.46,117.95,2.66,241.91,0,6.74,6.9,6.56,6.73
300.23,1.52,58.26,1.34,161.84,1,5.19,5.34,5.2,5.24
458.64,7.81,21.33,0.27,103.29,4,5.65,5.91,5.79,5.78
358.1,1,73.51,2.22,193.33,11,4.92,4.89,4.62,4.81
828.86,7.63,0,0,0,9,6.62,6.78,6.39,6.6
1173.87,10.85,178.29,6.83,521.5,26,8.74,9.48,8.56,8.93
348.37,0,32.95,1.26,94.9,8,4.64,4.67,4.38,4.57
611.81,7.98,50.45,3.12,280.62,18,5.68,6.28,5.86,5.94
467.06,1,61.06,5.11,355.79,5,5.61,7.03,6.24,6.29
518.68,3.35,27.94,0.89,88.15,7,5.52,5.64,5.37,5.51
521.78,4.71,13.18,0.53,57.27,4,5.66,5.95,5.63,5.74
250.36,7,27.58,0.36,101.34,1,5.01,5.32,5.16,5.16
556.1,8.68,56.33,2.22,199.45,14,5.79,6.17,5.72,5.89
846.63,6.42,37.34,0.34,55.15,4,7.27,7.34,7.04,7.22
214.44,3.61,0,0,0,2,4.37,4.59,4.27,4.41
399.1,5.61,51.72,1.64,154.47,3,5.62,6.07,5.68,5.79
704.43,0.51,70.13,1.41,261.74,5,6.61,6.5,6.78,6.63
592,6.31,0,0,0,7,5.72,5.89,5.53,5.71
316.28,2.9,0,0,0,2,4.74,4.93,4.62,4.77
480.83,10.57,0,0,0,6,5.57,5.98,5.48,5.68
474.25,0.06,131.99,4.75,322.74,6,6.16,6.73,5.98,6.29
751.4,0,74.51,2.05,238.05,2,7,7.17,7.11,7.09
572.62,7.17,0,0,0,3,5.94,6.29,5.87,6.03
247.85,3.83,15.7,0.63,36.89,0,4.78,5.19,4.75,4.91
592.46,2.71,33.03,1.07,187,19,5.1,4.78,4.93,4.94
469.47,1.81,124.74,5.69,349.27,14,5.69,6.47,5.47,5.88
726,2.32,106.21,4.62,292.36,10,6.82,7.52,6.67,7
534.49,2.75,3.35,0,38.77,4,5.51,5.59,5.46,5.52
520.6,1.73,173.72,5.74,340.06,1,7.12,7.95,6.81,7.29
951.47,2.57,144.03,5.5,445.5,10,8.07,8.79,8.2,8.36
820.22,4.4,57.79,3.37,208.41,19,6.32,6.76,6.05,6.38
480.59,9.52,24.44,0,70.72,5,5.79,5.97,5.78,5.85
547.74,7.07,6.06,0,3.32,2,5.95,6.28,5.87,6.03
379.05,5.7,20.46,0.53,117.99,2,5.33,5.67,5.55,5.52
330.3,1.07,69.65,3.75,260.45,10,4.84,5.48,4.87,5.06
296.93,0,107.47,3.37,232.41,0,5.6,6.06,5.45,5.7
649.29,6.41,0,0,0,5,6.08,6.33,5.94,6.12
974.45,10.68,16.87,1.06,108.56,8,7.58,8.18,7.72,7.83
648.6,2.25,94.17,2.7,221.35,7,6.58,6.75,6.34,6.56
331.77,5.62,70.88,1.97,151.67,2,5.59,6.03,5.49,5.7
426.49,3.66,0,0,0,5,5.04,5.16,4.85,5.02
212.15,0.77,33.87,0.74,144.19,0,4.64,4.78,4.81,4.74
395.28,6.38,6.48,0.14,34.68,3,5.24,5.55,5.24,5.35
872.89,3.63,25.76,2.11,189.49,11,6.69,7.18,6.85,6.91
596.77,5.5,49.96,1.77,231.68,5,6.27,6.71,6.59,6.52
859,2.85,73.46,3.42,269.42,24,6.23,6.28,5.89,6.13
296.89,2.8,0,0,0,1,4.72,4.94,4.63,4.76
257.41,4.35,0,0,0,2,4.58,4.84,4.5,4.64
561.97,1.51,93.64,3.58,181.82,4,6.37,6.97,6.05,6.46
411.71,6.98,17.99,1.48,88.36,5,5.32,6.01,5.39,5.57
525.11,1,82.97,3.21,235.95,2,6.22,6.82,6.27,6.43
573.76,0.66,65.72,2.21,190.29,0,6.36,6.78,6.43,6.53
432.13,1.92,120.69,3.43,244.06,1,6.3,6.72,6.08,6.37
295.94,3,0,0,0,1,4.73,4.96,4.64,4.77
1034.41,7.75,90.84,4.68,323.24,17,7.78,8.65,7.79,8.07
578.79,7,39.95,1.62,160.48,2,6.37,7.02,6.62,6.67
483.46,4.92,29.54,0,145.46,0,5.91,6,6.2,6.04
372.81,3.29,20.41,0.27,84.16,1,5.23,5.4,5.31,5.31
256.39,2.67,0,0,0,3,4.43,4.57,4.28,4.43
794.66,5.86,0,0,0,2,6.81,7.14,6.75,6.9
319.67,8.05,0,0,0,3,4.97,5.37,4.92,5.09
509.4,8.44,46.95,0.37,102.04,3,6.17,6.31,6.12,6.2
922.45,5.75,79.99,3.04,392.52,15,7.25,7.56,7.66,7.49
820.36,10.58,24.42,0.61,44.32,7,7.09,7.48,6.93,7.16
328.25,6.13,3.48,0,30.88,5,4.81,5.01,4.76,4.86
641.19,6.25,0,0,0,1,6.28,6.67,6.26,6.4
393.78,2.46,99.14,3.96,194.58,2,5.92,6.73,5.68,6.11
570.33,3.09,88.25,3.48,183.79,3,6.5,7.22,6.3,6.67
288.29,3.74,10.27,0,61.5,5,4.58,4.61,4.55,4.58
722.73,9.27,53.57,1.43,139.19,13,6.52,6.69,6.28,6.5
451.91,5.4,40.59,1.27,67.38,5,5.6,5.92,5.35,5.62
602.75,8.96,72.96,2.17,213.15,13,6.2,6.46,6.08,6.25
424.2,4.37,24.05,0,108.81,0,5.59,5.7,5.78,5.69
421.3,4.37,23.43,0.34,100.58,0,5.57,5.82,5.73,5.71
947.88,4.18,133.12,4.01,278.34,3,8.47,9.04,8.27,8.59
786.27,13.71,5.62,0,72.21,8,6.89,7.32,7.04,7.08
915.27,6.28,74.81,3.22,226.42,20,6.89,7.17,6.55,6.87
523.49,2.9,127.1,4,280.82,5,6.53,7.02,6.31,6.62
293.53,1.43,71.75,1.64,114.44,0,5.34,5.52,5.06,5.31
283.15,0,97.37,2.85,249.75,5,5.14,5.32,5.01,5.16
379.7,8.09,16.36,0,55.03,0,5.54,5.9,5.66,5.7
602.5,8.77,0,0,0,5,6.02,6.38,5.93,6.11
258.85,6.23,0,0,0,3,4.63,4.94,4.55,4.71
656.58,1.6,99.59,3.32,305.75,5,6.75,7.15,6.84,6.91
404.12,3.81,58.86,0.72,72.46,7,5.37,5.17,4.88,5.14
720.51,8.67,70.27,3.9,191.73,14,6.57,7.48,6.35,6.8
502.81,10.41,11.4,0.27,98.27,3,5.93,6.44,6.22,6.2
441.25,3.12,60.05,3.08,146.23,3,5.73,6.55,5.64,5.97
730.36,1,175.62,4.24,262.72,3,7.81,7.94,7.1,7.62
473.03,1.99,19.82,0,62.98,2,5.5,5.47,5.44,5.47
871.36,4.22,109.92,4.64,298.89,10,7.53,8.3,7.42,7.75
563.53,10.17,0,0,0,5,5.94,6.36,5.87,6.06
359.42,0.84,75.55,2.1,222.03,2,5.48,5.71,5.54,5.57
584,1.67,0,0,0,5,5.56,5.59,5.34,5.49
526.43,6.58,51.92,1,135.92,6,6,6.14,5.92,6.02
630.35,15.62,11.52,0.27,85.41,8,6.42,6.99,6.61,6.68
562.4,2.73,130.68,4.87,330.39,6,6.65,7.39,6.56,6.87
430.44,1.37,75.42,2.63,148.96,0,5.92,6.44,5.75,6.04
445.48,5.72,0,0,0,1,5.47,5.83,5.44,5.58
220.13,7.55,0,0,0,1,4.67,5.11,4.67,4.82
363.64,7.47,7.49,0.42,80.68,8,4.88,5.16,4.93,4.99
493.82,1.52,76.36,2.47,133.82,1,6.12,6.55,5.86,6.18
407.9,4.01,36.63,0.72,70.05,2,5.5,5.69,5.35,5.51
472.54,5.39,0,0,0,4,5.38,5.61,5.25,5.41
808.04,5.2,67.95,3.06,169.62,15,6.65,7.05,6.27,6.66
296.15,6.01,7.14,0.36,21.91,3,4.83,5.21,4.77,4.94
260.44,2.99,31.73,2.34,200,1,4.87,5.72,5.3,5.29
469.81,4,32.7,0.84,203.52,0,5.83,6.18,6.31,6.11
286.92,1.88,26.97,0.86,75.78,3,4.75,4.95,4.65,4.78
514.7,3.5,32.9,1.69,186.35,2,5.86,6.44,6.21,6.17
813.42,9.39,72.67,1.43,169.82,15,6.94,6.87,6.6,6.8
425.3,10.11,22.33,0.36,39.34,5,5.58,5.94,5.47,5.67
471.58,10.83,0,0,0,4,5.67,6.16,5.65,5.82
933.32,11.92,17.36,0.53,56.14,9,7.42,7.84,7.35,7.54
705.53,1.98,115.59,3.68,230.21,6,7.04,7.43,6.68,7.05
760.27,2.37,211.19,5.42,280.03,2,8.39,8.75,7.48,8.21
378.53,6.5,20.52,0.53,108.99,2,5.37,5.75,5.57,5.56
440.27,5.83,5.35,0,28.67,3,5.38,5.63,5.36,5.46
520.49,6.14,11.32,0,16.61,3,5.77,5.98,5.65,5.8
613.72,0.86,0,0,0,3,5.76,5.82,5.58,5.72
259.68,1,54.88,1.35,120.79,0,5.03,5.23,4.92,5.06
271.92,8.81,0,0,0,2,4.88,5.35,4.88,5.04
445.1,7.49,30.46,0.39,90.64,2,5.78,6.06,5.84,5.89
443.91,7.54,5.86,0.14,29.97,3,5.49,5.87,5.5,5.62
339.66,2.84,34.01,1.57,109.64,4,5.01,5.43,4.97,5.14
393.87,4.71,37.38,1.06,125.75,6,5.24,5.45,5.21,5.3
768.01,8.24,28.01,1.18,102.09,6,6.84,7.35,6.87,7.02
272.94,3.11,63.97,1.35,133.95,0,5.28,5.49,5.18,5.32
430.19,2.53,75.69,2.86,190.29,1,5.92,6.55,5.9,6.13
436.07,3.53,12.11,0.89,34.11,6,5.12,5.43,4.93,5.16
1502.12,15.96,197.66,6.08,581.64,23,10.69,11.31,10.76,10.92
403.1,1.71,83.25,1.78,111.29,0,5.9,6.04,5.51,5.82
466.06,5.8,0.77,1.6,1.25,12,4.89,5.47,4.54,4.97
597.26,2.57,93.8,3.36,256.52,6,6.45,6.93,6.39,6.59
268.38,2.98,0,0,0,0,4.68,4.94,4.62,4.75
458.3,1.97,64.8,3.8,197.93,1,5.9,6.97,6.01,6.29
487.35,3.78,58.38,4.76,202,11,5.45,6.68,5.37,5.83
542.96,0.73,143.79,5.21,288.09,4,6.7,7.44,6.35,6.83
441.96,0,108.84,4.22,230.21,0,6.19,6.97,6.02,6.39
622.43,4.82,40.83,1.33,221.47,3,6.38,6.77,6.79,6.64
453.12,4.41,39.17,1.39,98.13,6,5.48,5.78,5.32,5.52
443.11,2.59,83.23,1.6,183.26,9,5.55,5.35,5.21,5.37
237.66,3.48,28.56,0.36,64.99,3,4.65,4.72,4.52,4.63
634.74,2.23,12.13,0.34,75.67,4,5.97,6.07,5.97,6
275.46,2.01,8.86,0.53,76.44,3,4.55,4.79,4.61,4.65
469.02,0.02,135.53,4.75,320.65,6,6.17,6.7,5.95,6.27
515.71,4.17,33.94,0,141.23,0,6.03,6.05,6.26,6.12
599.56,4.19,65.89,2.36,166.36,8,6.17,6.53,5.98,6.22
364.89,0.11,128.3,5.18,309.01,14,5.21,5.69,4.77,5.22
434.36,1.74,73.85,1.92,127.84,2,5.82,6.03,5.52,5.79
140.07,3.75,3.19,0,65.74,2,4.11,4.31,4.24,4.22
672.36,3.79,61.6,2.15,207.29,4,6.65,7.08,6.76,6.83
391.72,2.63,65.57,1.64,232.41,5,5.43,5.55,5.57,5.52
524.83,2.79,71.59,1.13,115.15,0,6.34,6.39,6.09,6.27
286.98,1.93,0,0,0,1,4.63,4.81,4.53,4.66
623.91,7.81,98,3.04,311.67,17,6.2,6.38,6.11,6.23
534.09,9.13,50.22,1.75,159.36,9,5.97,6.43,5.96,6.12
443.46,0.75,72.14,1.94,176.63,1,5.84,6.07,5.77,5.9
518.16,9.13,0,0,0,7,5.58,5.88,5.44,5.63
443.91,0.66,82.54,4.26,223.82,5,5.69,6.57,5.6,5.95
432.37,1.58,104.68,6.55,243.33,5,5.89,7.51,5.7,6.37
1098.8,10.5,142.7,5.9,428.03,24,8.22,8.98,8.04,8.41
519.76,2.92,75.79,1.74,111.32,1,6.3,6.52,5.98,6.26
1203.71,7.43,185.42,7.38,531.32,22,8.98,9.85,8.83,9.22
316.09,6.06,16.06,0,54.03,6,4.81,4.86,4.71,4.79
454.9,4.25,23.59,2.11,190.73,2,5.58,6.44,6.04,6.02
855.56,2.67,153.82,6.66,380.46,8,7.9,9.06,7.75,8.24
481.26,4.76,24.59,1.15,146.81,5,5.54,5.93,5.74,5.74
