X1_exposed_hydrophobic_count,X2_ligand_acceptor_count,X3_ligand_clash_count,X4_ligand_donor_count,X5_ligand_hbond_count,X6_molecular_weight,X7_occluded_ligand_acceptor_count,X8_occluded_ligand_donor_count,X9_occluded_ligand_polar_count,X10_occluded_protein_acceptor_count,X11_occluded_protein_donor_count,X12_occluded_protein_polar_count,X13_rotatable_bond_count,X14_ligand_buried_surface_area_docked
1,12,2,10,12,610.614,3,3,2,1,2,0,27,97.7892
19,4,1,1,1,427.514,0,0,0,0,0,0,8,73.6881
8,7,0,5,0,302.235,2,2,0,0,1,0,6,84.55
8,2,2,3,3,299.163,0,1,0,0,1,0,3,89.9378
27,15,2,17,6,972.007,0,0,0,0,2,0,41,47.958
11,7,0,3,5,427.272,0,0,2,0,1,0,10,71.9316
5,4,3,3,3,247.296,2,0,0,0,0,0,4,94.3578
8,4,0,3,3,247.296,1,0,0,0,0,0,4,91.0891
18,10,8,6,6,472.465,2,3,0,1,1,0,14,68.5213
0,6,4,1,6,172.959,0,0,2,0,0,0,2,98.2908
51,8,5,0,0,650.715,2,0,1,0,2,0,16,44.588
2,6,0,0,1,260.199,2,0,0,1,1,0,5,91.4677
0,3,0,1,1,137.113,2,1,0,1,0,0,2,100
31,17,2,17,9,869.789,3,1,1,0,1,0,42,51.755
0,2,4,2,3,137.136,0,1,0,2,0,0,3,100
0,4,1,3,4,252.266,2,1,0,1,0,0,5,99.755
10,2,0,1,1,169.201,0,0,0,0,0,0,3,65.9978
32,11,0,19,7,804.932,1,0,0,0,0,0,43,53.5903
5,12,5,3,6,401.137,1,1,0,0,0,0,8,76.7038
1,3,2,4,5,181.188,0,0,0,2,0,0,5,89.2831
16,17,0,6,8,635.371,5,0,0,2,0,2,14,69.1667
19,5,3,7,6,494.581,1,1,0,4,0,0,17,83.1322
4,13,1,5,10,440.176,1,0,1,0,0,0,9,72.5789
22,13,3,5,10,659.661,0,0,0,1,1,0,31,59.5649
15,3,4,6,6,383.438,0,1,1,1,0,0,6,86.8847
8,8,0,2,8,306.166,0,0,2,1,0,0,5,83.7109
11,15,2,9,6,543.515,1,2,0,2,0,0,20,69.9703
2,4,0,4,6,161.155,0,1,0,1,0,0,4,96.984
2,4,1,6,7,205.231,0,1,0,0,2,0,6,97.3388
0,9,0,4,7,258.12,2,3,1,2,0,0,7,96.8983
35,2,1,3,1,631.636,0,0,0,2,0,0,14,63.5293
1,6,1,1,2,240.209,3,1,0,1,1,0,6,96.409
29,6,2,2,4,530.61,1,0,0,0,0,0,16,70.4869
1,2,2,6,4,184.199,1,1,0,0,2,0,1,77.0444
8,3,0,1,1,137.113,0,0,0,0,0,0,2,79.0625
9,12,1,5,4,350.232,1,1,0,0,0,0,9,50.1269
1,14,5,7,14,420.26,1,3,0,1,0,0,13,96.7075
9,5,0,1,5,257.198,1,0,0,1,0,0,4,82.9066
10,8,0,2,2,321.258,3,0,0,0,1,0,6,73.5649
1,7,2,6,8,267.241,2,1,0,0,0,1,6,98.9178
10,2,4,6,7,271.269,0,0,0,1,0,0,3,73.7717
23,6,1,0,0,499.024,0,0,1,4,0,0,5,68.6938
6,3,1,3,3,265.354,0,0,1,1,0,0,8,85.2602
29,11,0,17,5,845.943,2,4,0,1,1,0,36,57.2677
21,4,1,4,5,495.617,1,0,0,2,0,1,10,86.8083
8,4,2,6,6,310.368,0,0,1,1,1,0,11,88.679
0,6,1,2,7,169.03,0,1,0,1,0,0,5,95.5405
11,3,0,1,2,298.336,1,0,1,2,0,0,3,88.5457
31,15,1,18,13,916.973,0,1,0,2,0,0,44,53.7039
3,4,3,6,5,164.179,1,3,0,3,0,0,5,95.9114
12,23,4,18,11,808.751,5,9,0,2,0,0,29,78.7602
30,8,2,22,2,787.932,2,1,0,2,2,0,37,49.4023
16,12,2,14,13,906.074,1,4,0,3,3,0,47,80.0129
12,23,4,18,9,808.751,6,6,0,6,2,0,29,76.9812
5,5,4,3,1,415.036,4,2,0,1,0,0,6,93.4348
25,1,0,4,1,519.46,1,1,0,1,1,0,12,60.4976
22,6,0,2,5,343.342,0,0,0,0,0,0,5,72.143
12,9,1,5,5,439.381,2,2,0,1,0,0,11,72.2606
1,16,3,4,10,503.149,6,2,1,2,0,0,11,98.4582
14,4,2,6,3,594.766,2,2,0,3,2,0,16,94.9845
23,11,12,10,3,546.542,4,2,0,1,1,1,15,58.7387
8,8,1,7,7,403.407,0,0,0,0,0,0,20,71.1675
13,14,0,8,3,486.463,3,3,0,0,0,1,17,57.6271
1,7,0,3,1,252.226,4,2,0,5,1,0,5,95.8572
20,10,2,4,7,517.504,2,2,0,1,1,0,21,71.9729
17,4,7,12,7,384.435,1,3,0,0,1,1,9,70.6329
3,3,2,3,3,147.156,2,1,1,0,1,0,2,88.2317
0,2,0,3,4,103.119,0,1,0,0,0,0,4,100
1,8,7,0,6,286.234,1,0,0,2,1,0,11,91.1113
15,3,2,2,2,433.97,0,0,0,5,1,0,11,81.4636
10,2,3,2,2,234.256,1,1,0,1,0,0,1,79.6006
0,5,1,5,7,218.207,0,1,0,3,0,0,7,96.4251
7,2,0,3,2,299.163,1,0,0,1,0,0,3,91.9094
3,2,0,4,4,177.16,1,0,0,0,0,0,1,94.1867
5,5,3,4,5,296.345,2,0,1,1,0,1,7,94.6907
16,16,3,10,8,690.41,3,1,1,2,1,0,4,68.9052
2,5,0,4,3,150.13,1,3,0,2,0,0,4,94.0072
29,3,3,5,4,447.548,0,0,1,1,0,0,11,60.0495
8,8,0,7,6,384.41,2,0,0,1,0,0,11,76.6596
18,9,1,4,4,566.682,4,0,0,2,0,2,14,82.904
13,21,1,15,1,668.592,4,4,0,1,1,0,29,63.5912
5,2,6,2,2,186.206,0,1,0,1,0,0,3,93.1484
7,7,2,5,8,263.244,0,2,0,3,0,0,6,76.9571
20,6,1,1,5,349.293,0,0,0,0,0,1,6,77.2611
5,7,4,7,8,266.268,0,2,0,4,0,0,7,78.2819
8,3,6,10,5,510.596,0,6,0,1,2,0,14,85.3523
2,8,1,3,6,228.094,2,3,1,1,0,0,5,93.5715
6,7,3,4,2,309.314,2,4,0,5,0,1,7,93.9317
15,6,1,0,3,387.341,0,0,0,1,0,0,5,72.6658
13,6,0,2,2,326.709,1,1,0,0,0,0,10,70.3388
0,7,2,5,7,292.217,2,3,0,2,0,1,6,96.5554
3,8,1,7,8,384.41,2,1,1,2,0,0,11,96.2405
5,12,2,6,10,441.184,1,0,0,0,0,0,8,74.0763
7,2,4,5,3,264.346,1,2,1,2,1,0,7,95.1709
27,4,1,5,5,420.503,2,0,0,4,1,0,4,74.3983
32,11,1,18,8,818.959,2,4,0,1,1,0,44,63.2298
3,6,3,4,5,190.131,1,2,0,2,1,0,4,93.0484
3,5,5,0,0,304.337,3,0,0,1,0,0,5,97.2669
1,2,0,2,1,110.11,0,1,0,0,0,0,2,93.8191
1,2,3,4,6,204.225,0,0,0,1,0,0,4,99.1992
0,2,0,2,0,147.195,2,2,0,1,0,0,8,100
18,7,3,2,5,539.535,2,1,0,4,1,0,18,85.9548
40,19,6,21,11,1077.02,2,3,0,0,1,0,48,58.699
4,4,0,3,4,233.2,0,1,0,0,0,0,6,91.0955
5,5,3,1,4,234.204,0,0,0,0,1,0,5,85.8895
1,4,1,3,7,146.121,0,0,0,1,0,0,5,99.3634
31,3,1,5,5,450.572,1,0,0,2,1,0,9,69.7887
15,6,1,2,1,391.419,3,1,0,2,0,0,10,73.0674
0,8,1,2,8,306.166,0,1,2,2,0,0,5,98.8719
0,6,0,2,6,169.03,1,1,0,1,0,0,5,94.7007
6,13,3,5,12,409.177,2,2,2,2,1,0,16,89.7641
7,9,0,3,5,322.165,1,0,2,1,0,0,6,66.5646
0,3,0,4,6,105.092,0,1,0,0,0,0,4,100
4,10,2,5,7,361.204,1,1,1,0,0,0,7,86.3214
4,2,0,3,4,175.187,1,0,0,1,0,1,2,95.2888
23,11,2,1,5,493.447,1,1,1,0,0,0,8,67.7305
9,1,2,0,1,158.199,0,0,0,1,0,0,2,80.367
6,8,7,5,5,340.285,0,1,1,2,0,0,10,81.625
8,3,0,2,1,252.723,3,0,1,0,0,0,4,87.1256
32,13,3,29,6,1091.31,0,1,0,3,0,0,58,48.7464
3,11,1,8,6,342.296,2,5,0,3,0,0,12,83.8436
6,2,2,4,3,324.825,0,0,0,3,1,0,9,84.2136
11,3,0,1,0,174.153,1,0,0,0,0,0,1,79.2494
1,3,4,3,1,166.135,1,2,0,1,0,1,6,92.4481
1,8,2,4,4,325.313,4,3,0,3,1,1,8,98.1404
6,5,2,2,3,387.455,3,0,1,1,0,0,9,86.6711
6,8,6,8,8,310.32,1,1,0,4,1,0,10,82.5941
14,14,3,10,6,623.626,2,1,1,2,1,1,22,76.6851
6,4,1,0,2,179.149,1,0,0,1,0,0,4,88.6271
7,10,1,5,5,361.204,3,1,0,3,1,0,7,73.499
6,3,2,2,1,176.213,0,2,0,2,0,0,7,76.1153
5,2,1,2,2,164.181,0,0,0,1,0,0,4,77.0211
7,8,1,7,9,399.444,1,1,0,4,0,0,12,86.4676
21,3,1,6,5,383.438,0,2,1,0,0,0,6,74.4093
2,12,0,0,7,336.121,1,0,0,0,1,0,6,81.3511
11,2,0,6,5,430.647,0,1,0,1,0,1,6,77.4765
19,5,0,0,0,499.024,1,0,0,4,0,0,5,75.4891
21,3,4,6,4,383.438,0,3,1,1,0,0,6,74.2638
3,13,4,4,7,424.177,2,1,3,0,0,0,9,79.3492
5,13,2,3,6,423.169,3,0,0,2,1,0,8,74.0816
17,8,0,2,5,345.286,1,0,0,1,0,0,8,73.823
4,11,2,8,3,342.296,4,2,0,2,2,0,12,89.4112
6,19,1,5,12,619.264,3,2,1,2,0,0,15,79.5151
4,2,0,1,3,195.22,0,0,0,2,0,1,1,92.1849
11,3,2,1,0,288.342,2,1,1,1,1,0,11,84.9705
5,9,4,2,7,422.29,2,1,3,1,1,0,11,97.6386
4,2,0,2,0,185.607,0,0,0,1,0,0,4,87.3975
3,9,6,4,10,258.12,0,2,0,1,1,0,8,91.513
0,2,0,0,1,117.146,1,0,0,2,1,0,5,95.0599
8,9,0,5,9,452.423,2,1,0,1,1,0,13,80.4067
1,6,1,11,11,390.454,1,2,0,0,1,1,20,98.2516
7,3,2,3,2,259.303,1,0,0,3,0,0,8,87.4528
15,2,0,4,4,313.393,0,0,1,2,0,0,6,70.2729
4,7,4,7,7,266.268,0,2,0,2,0,0,7,80.7023
6,3,0,2,3,292.376,2,0,0,3,0,0,2,91.5601
0,6,2,0,5,153.007,1,0,1,2,0,0,3,97.3881
13,4,0,0,0,439.508,2,0,1,2,0,0,8,83.718
7,2,2,2,2,153.181,1,0,0,2,1,0,5,76.0832
47,9,2,20,4,999.23,1,1,0,2,1,0,39,51.8735
3,13,0,4,6,424.177,3,1,1,1,0,0,9,89.4046
9,8,1,7,9,399.444,2,0,0,4,1,0,12,89.1143
9,8,3,2,5,324.156,1,0,2,3,0,0,5,71.3429
5,10,4,1,8,319.099,0,1,2,2,0,0,11,83.3889
22,5,4,3,2,381.485,1,1,0,1,0,1,7,71.4432
11,8,2,4,6,547.662,4,0,0,2,1,0,17,93.0242
4,4,1,10,10,373.49,0,1,0,1,0,1,17,97.6466
2,3,1,9,6,230.635,2,1,0,0,0,0,4,81.9666
1,12,2,6,6,441.184,4,0,2,1,0,0,8,84.1193
37,6,3,2,3,556.59,0,1,1,0,1,0,11,54.5451
6,5,1,3,6,269.254,0,1,1,2,0,0,4,86.4545
17,5,2,4,5,332.458,1,0,1,5,0,0,12,74.5882
0,7,1,5,4,268.226,3,2,0,2,0,1,5,97.5535
25,16,0,4,7,551.349,4,2,1,0,0,0,22,46.0876
9,13,0,3,4,423.169,2,1,1,1,0,2,8,61.4079
3,5,6,1,2,255.248,3,1,0,3,1,0,5,97.6889
0,0,0,3,3,142.606,0,0,0,0,0,0,2,97.9215
3,8,1,5,7,290.246,1,2,0,2,1,0,11,94.5666
17,8,1,7,0,465.476,1,1,0,0,0,0,20,53.3122
4,17,1,7,8,557.299,4,1,1,3,2,0,15,87.5747
17,13,1,16,11,963.125,2,4,0,4,4,0,50,77.7284
24,5,3,2,0,360.45,1,0,1,0,1,0,11,61.8606
26,15,2,9,10,784.786,1,1,0,0,0,0,36,59.2427
7,4,2,4,3,776.869,1,1,0,1,3,0,7,84.4726
15,14,2,8,3,486.463,3,1,0,1,0,1,17,58.6793
6,7,1,4,4,300.211,3,1,2,2,0,0,8,95.4215
0,2,0,3,5,101.104,0,0,0,1,0,0,2,99.8742
16,6,2,5,8,390.474,0,0,1,1,1,0,19,81.3844
4,9,6,5,4,474.344,2,3,3,4,1,0,12,88.0645
0,3,0,4,4,105.092,1,1,0,1,0,0,4,97.6235
0,4,2,3,6,223.205,0,0,0,2,1,0,7,94.3839
12,5,1,3,3,440.468,2,0,0,2,0,0,7,81.4612
5,16,1,4,10,503.149,3,0,1,0,0,0,11,84.5109
4,7,2,6,2,243.234,5,3,0,1,1,0,7,86.6246
0,24,2,0,9,654.487,4,0,1,2,0,1,12,68.5268
5,4,0,1,1,327.393,0,0,0,0,0,0,11,86.4382
20,5,2,0,0,499.024,1,0,0,4,0,0,5,73.6665
1,10,3,5,7,361.204,3,0,0,0,0,0,7,86.4165
6,5,2,0,2,165.103,0,0,0,1,0,1,2,76.5578
11,19,13,2,4,699.631,8,1,0,1,0,1,27,70.5384
8,2,0,0,1,303.458,0,0,0,0,0,0,15,94.3467
24,7,0,11,3,658.83,1,4,0,2,1,0,20,68.6464
19,8,1,6,3,423.424,3,3,0,0,2,0,9,64.463
18,2,0,0,2,375.502,0,0,0,0,1,1,5,77.1648
15,5,0,6,3,615.803,3,3,0,3,2,0,19,87.9081
19,10,0,17,7,747.881,0,2,0,3,1,0,40,66.1405
1,10,3,0,7,329.094,1,0,0,2,0,1,7,92.4297
1,7,5,5,7,298.248,2,3,0,2,0,1,7,97.3777
3,4,3,5,4,235.239,1,1,0,2,0,0,6,77.7266
13,2,1,0,1,199.309,0,0,0,0,0,1,11,78.2385
10,1,4,2,0,212.247,0,0,0,1,0,0,4,79.2783
3,13,3,4,6,424.177,3,2,1,1,0,0,9,90.6998
9,13,3,10,12,635.632,3,3,0,4,2,0,16,87.0464
9,3,1,5,3,382.478,1,0,0,2,0,0,11,82.8717
1,3,4,1,3,185.584,0,1,0,0,0,0,3,99.4705
6,12,4,9,4,405.375,3,5,0,1,2,1,13,73.5561
5,1,2,2,0,129.18,0,2,1,0,1,1,2,89.5749
12,8,1,2,7,306.166,1,0,0,1,0,1,5,78.491
21,22,1,12,4,819.797,10,3,0,1,0,0,29,64.8646
32,4,3,4,5,473.673,0,0,0,2,1,0,10,65.2611
31,13,1,14,4,974.092,1,5,1,1,0,0,42,58.327
1,2,0,0,2,117.146,0,0,0,2,0,1,5,99.6794
0,6,3,2,6,169.03,1,1,0,1,0,0,5,96.7362
9,4,0,1,2,322.336,0,0,2,1,0,1,7,84.6125
12,6,0,3,6,332.288,0,0,2,0,0,0,7,80.7911
4,1,2,1,1,279.685,1,0,3,1,0,0,7,96.7238
10,5,2,2,1,321.333,3,0,1,1,0,0,6,88.8928
5,2,1,1,3,218.271,0,0,0,1,0,0,3,96.5905
0,2,0,0,2,117.146,0,0,0,0,0,0,5,100
24,8,6,17,7,758.909,1,4,0,4,1,1,35,79.432
12,6,2,5,7,360.364,0,1,0,3,0,0,10,80.1274
7,2,0,6,5,256.279,0,1,0,1,1,0,5,78.7422
0,4,0,2,3,157.147,1,0,0,2,0,0,3,98.5221
1,6,0,2,2,148.071,0,0,0,0,0,0,5,93.224
15,18,2,8,7,688.394,5,2,1,2,1,0,6,81.3172
3,15,0,3,11,414.048,1,0,1,0,0,0,9,66.9356
0,4,2,4,8,239.227,0,0,1,1,1,0,4,100
33,9,3,5,7,682.805,2,0,0,3,0,2,29,69.414
0,8,3,7,11,384.41,2,1,1,3,1,1,11,100
3,3,3,8,7,191.208,0,3,0,0,0,0,7,92.745
1,9,0,3,6,328.198,5,1,2,0,1,0,3,99.4644
19,1,0,3,3,266.317,0,0,0,1,1,0,3,75.568
9,2,0,5,4,355.384,1,1,0,1,0,0,8,82.1714
2,2,6,6,6,147.195,0,2,0,0,1,1,7,99.1906
1,4,3,14,12,377.501,0,4,0,1,2,1,21,98.7898
11,2,0,6,5,294.395,1,0,1,0,0,0,9,82.5693
31,9,4,3,8,540.541,1,0,0,0,1,0,20,61.1198
11,2,3,6,7,253.279,0,0,0,0,0,0,3,72.8015
12,2,2,6,7,253.279,0,0,0,2,0,0,3,71.9923
21,5,2,7,5,589.699,3,1,1,2,1,1,12,81.0248
3,15,3,6,13,536.222,3,0,0,3,1,0,12,92.9465
20,10,6,17,7,773.857,3,3,0,2,4,1,33,62.5918
24,2,0,2,3,425.521,0,0,0,3,0,0,11,66.0135
1,3,0,1,1,137.113,1,1,0,2,0,0,2,98.7023
1,1,1,1,0,130.227,1,1,0,0,0,0,8,98.6966
4,4,2,6,8,176.19,1,1,0,2,0,0,4,93.9048
4,13,2,4,8,424.177,5,1,2,0,0,0,9,94.1144
0,6,0,1,4,168.042,1,0,0,1,0,0,5,94.7363
11,3,5,1,2,398.517,0,1,0,2,0,0,12,85.6672
0,0,1,8,6,148.269,0,2,0,2,4,0,9,100
33,12,2,3,8,602.585,0,0,0,0,0,0,25,64.8871
7,8,0,2,8,320.192,0,0,1,1,0,0,6,91.2877
9,5,2,0,4,355.16,1,0,0,0,0,0,5,79.9125
19,3,0,2,1,473.609,0,1,0,1,0,2,8,74.7666
3,4,1,2,2,215.211,2,0,0,4,0,0,3,89.3271
10,7,2,4,5,547.662,4,1,0,0,1,0,17,92.8695
0,8,2,6,8,254.234,1,3,0,2,0,0,11,99.9106
9,2,1,1,1,233.696,0,0,0,1,0,1,3,82.7996
1,13,15,4,4,424.177,5,2,0,0,0,0,9,89.5842
2,6,1,3,7,315.686,2,0,1,1,1,0,8,97.143
0,12,7,6,12,388.241,2,3,0,1,0,0,18,99.9282
14,2,1,4,3,380.502,0,0,0,2,0,0,11,76.9849
2,5,0,3,1,270.237,3,1,0,0,0,0,4,94.3001
0,7,3,6,5,248.19,2,3,0,1,0,1,5,96.356
0,6,4,0,6,165.018,0,0,0,0,0,0,3,88.1984
11,6,1,6,7,306.315,0,0,0,0,0,0,13,72.3014
6,4,1,2,1,292.376,2,0,0,2,0,0,3,93.2931
4,6,1,1,4,226.182,0,0,0,0,0,1,3,92.486
3,7,1,7,6,266.268,0,3,0,1,0,1,9,89.1635
20,10,3,11,7,683.691,2,1,0,2,3,0,23,65.7397
5,8,2,5,5,237.184,1,1,0,1,0,0,8,74.7618
7,3,1,1,1,271.057,1,0,1,1,1,0,3,80.6685
14,4,0,2,5,344.166,0,0,0,1,0,0,4,79.0403
6,4,3,2,3,183.204,1,0,0,1,0,0,7,87.7162
19,2,0,6,4,347.39,0,1,0,1,0,0,7,66.0528
4,4,1,14,14,405.554,0,2,0,1,0,1,23,98.9028
0,2,1,8,10,175.208,0,0,0,2,1,0,6,99.744
1,12,3,3,9,336.084,3,3,1,2,1,0,9,91.718
7,18,3,15,8,646.611,4,8,0,4,0,0,23,85.1201
8,12,0,4,1,516.45,7,1,0,2,0,0,14,82.283
1,0,1,4,3,315.411,0,1,0,2,1,0,5,99.3269
7,4,4,5,5,235.239,0,1,0,0,0,0,6,73.1333
8,8,2,3,6,305.181,2,0,1,1,0,1,6,82.3621
2,12,1,5,9,350.232,0,4,0,1,0,0,9,91.5652
12,6,0,0,1,386.365,2,0,3,0,1,0,7,79.7033
1,2,0,1,1,119.124,0,0,0,0,0,0,0,95.9629
11,6,7,4,5,194.182,0,1,0,1,0,0,7,68.0424
2,4,6,6,7,205.231,0,2,0,1,0,0,7,97.8578
7,8,0,2,6,306.166,0,0,2,1,0,1,5,83.2036
10,3,2,3,3,242.294,1,1,1,0,0,0,7,75.5752
3,5,0,3,4,218.226,1,0,0,0,0,0,11,94.6744
3,10,1,8,9,446.458,3,3,0,1,1,0,14,95.0282
0,3,3,0,3,137.116,0,0,1,2,0,0,2,99.7898
7,2,1,3,3,299.163,0,2,0,0,0,0,3,96.7122
14,7,3,4,3,293.313,3,2,0,1,1,1,13,73.0322
10,14,7,15,18,982.064,2,4,0,3,2,0,46,93.7642
0,3,1,1,2,181.14,1,1,0,2,1,0,3,96.36
23,16,7,10,6,574.568,0,2,0,2,0,0,23,43.8182
9,3,1,4,3,387.882,0,0,0,1,0,0,9,83.9318
2,3,0,2,3,136.111,1,0,0,1,1,0,0,90.8968
16,3,2,3,2,365.834,1,2,0,1,0,1,6,75.7268
34,12,0,3,3,652.767,1,0,0,1,2,0,21,56.3204
11,5,1,3,0,407.562,2,3,0,1,1,1,10,91.18
14,3,0,0,0,308.764,2,0,0,1,0,0,2,77.0164
9,1,1,7,6,342.457,0,0,0,3,0,0,6,81.9486
9,8,3,3,4,318.219,3,1,0,2,0,0,10,77.7092
1,7,0,1,3,268.2,3,1,1,0,0,0,12,97.9367
0,2,6,3,5,103.119,0,0,0,1,0,0,4,99.1057
14,8,1,6,3,423.424,4,3,1,1,0,0,9,78.9173
2,7,1,0,4,203.004,2,0,1,0,0,0,5,95.4404
5,4,2,1,1,327.393,0,0,0,0,1,0,11,85.8457
14,4,0,2,4,333.268,0,0,1,1,0,0,5,77.4193
17,2,1,8,5,342.434,1,2,0,4,0,0,10,78.9245
20,2,0,0,0,255.415,0,0,0,0,1,0,15,72.8119
5,3,0,1,1,216.212,2,1,0,1,0,1,4,90.5606
2,2,2,4,3,121.158,0,1,0,0,0,1,4,82.2052
29,3,1,5,5,460.567,1,0,0,2,0,0,5,72.6605
5,3,3,2,3,252.309,0,0,0,3,0,0,8,86.1157
4,2,0,2,4,280.324,0,0,1,0,0,0,6,96.9617
0,1,0,1,2,104.17,0,0,0,0,0,0,6,100
22,11,0,5,9,692.755,0,0,0,2,1,0,31,65.6598
19,9,1,7,8,511.421,0,0,1,0,0,0,18,65.7342
2,5,2,3,1,272.252,3,2,0,1,0,0,4,95.2538
7,14,5,7,9,519.171,1,0,0,0,0,0,10,62.2717
33,0,0,4,1,414.584,0,0,0,0,1,0,12,58.9892
18,3,0,0,2,495.297,0,0,0,0,0,1,9,64.3451
15,8,2,16,12,786.015,2,1,0,1,2,0,44,80.4823
5,3,3,3,4,308.375,0,0,0,1,1,0,2,94.4058
29,14,17,12,8,986.096,2,7,0,1,4,0,43,77.7733
2,4,0,6,5,190.197,0,0,0,0,0,0,8,74.4875
10,7,6,3,4,338.376,4,2,0,0,2,0,8,85.7412
6,4,2,2,4,562.721,2,0,0,0,0,0,10,95.0045
6,5,1,6,7,341.362,0,1,0,3,1,0,11,87.7767
13,6,13,13,7,597.768,2,4,0,3,0,0,28,83.163
4,11,3,6,11,466.336,0,4,0,1,1,0,16,93.7682
2,4,3,5,5,190.216,0,2,0,5,0,0,4,93.6633
1,10,6,4,11,337.18,1,2,1,0,2,0,6,98.8777
7,6,0,4,3,237.215,3,1,0,1,0,0,4,84.0144
15,19,0,2,5,635.265,2,0,1,1,1,0,10,51.099
19,4,3,3,1,379.512,2,2,0,2,1,0,7,75.0544
2,6,0,4,0,286.236,3,2,0,0,0,0,5,88.2076
0,0,1,6,3,90.1668,0,2,0,1,0,0,5,99.0097
0,6,1,0,4,153.007,1,0,1,3,0,0,3,97.798
1,9,3,3,7,243.085,1,3,1,3,0,0,9,96.1814
2,16,5,6,9,566.276,6,4,2,7,2,0,14,97.4936
5,4,3,5,4,265.291,1,1,0,1,0,0,5,82.9167
3,10,3,4,6,273.111,3,3,1,1,0,0,11,91.3231
12,8,0,17,12,771.988,3,2,0,1,1,0,43,81.6355
7,11,7,6,8,449.429,2,3,2,4,1,1,12,92.0203
1,7,3,3,8,251.11,0,2,0,2,1,0,8,99.4036
7,5,6,0,2,451.576,2,0,0,1,0,2,17,96.1696
3,8,2,5,5,290.246,3,3,0,3,0,0,11,94.3729
9,1,0,2,0,310.452,1,0,0,1,1,0,11,94.9006
7,2,1,1,2,182.242,0,0,1,1,0,0,1,84.7243
3,5,6,4,4,200.191,2,0,0,2,1,0,5,86.8304
21,6,0,3,3,507.616,1,2,0,2,0,0,10,78.9989
1,2,0,2,2,136.128,0,0,0,1,0,0,2,92.1224
17,3,1,2,2,374.231,1,0,0,1,0,2,7,69.0061
32,5,1,8,4,592.81,1,2,0,1,1,0,17,60.6172
17,8,0,7,4,465.476,2,0,0,0,0,0,20,67.0685
11,6,0,4,2,389.428,4,0,1,1,0,1,8,87.3174
0,4,2,3,7,132.095,0,0,0,0,0,0,4,100
22,3,0,2,2,350.199,1,0,0,1,0,0,6,64.0566
9,3,1,4,3,387.882,0,0,0,1,0,0,9,84.1248
11,2,0,5,2,348.779,1,0,1,0,0,0,6,74.4291
10,8,3,7,4,353.333,2,3,0,0,3,0,11,85.8199
6,4,4,5,5,235.239,2,1,0,2,0,0,6,72.0272
10,3,2,6,7,254.267,0,0,0,0,0,0,3,73.3736
20,1,4,6,6,362.831,0,1,0,0,0,2,4,80.4586
1,3,0,0,1,152.193,2,0,0,1,0,0,5,98.1915
4,3,3,2,3,252.309,0,0,0,2,0,0,8,84.7048
9,4,1,1,0,304.36,2,0,0,1,0,0,7,91.4821
1,13,3,1,9,400.126,3,1,1,4,1,0,9,98.7244
38,14,1,12,8,824.834,1,2,1,0,0,1,38,54.066
10,2,0,9,6,283.331,0,0,0,1,0,0,5,74.7325
3,7,2,1,5,427.407,0,0,0,3,0,0,8,95.4297
19,4,1,2,2,320.409,0,1,0,3,0,0,11,69.0919
7,4,1,4,5,284.35,1,1,0,3,0,0,11,86.1375
0,6,0,4,8,189.126,1,0,0,2,0,0,4,99.789
1,9,2,2,7,422.29,2,1,1,3,0,1,11,98.5288
6,3,2,0,1,314.444,2,0,0,1,1,0,11,92.22
9,8,3,2,5,306.166,1,1,1,1,2,0,5,86.4708
15,13,0,8,9,556.518,4,1,0,3,1,0,19,79.5775
8,5,5,3,3,164.156,1,1,0,1,0,0,5,68.3455
9,5,0,1,5,230.176,0,1,0,0,1,0,3,86.2375
20,8,3,10,5,633.734,2,2,0,2,1,0,31,67.0264
2,21,11,14,12,666.576,3,7,0,3,0,0,24,90.347
11,4,0,4,4,368.251,2,0,0,2,0,0,6,89.2423
7,2,0,0,1,283.468,1,0,0,1,0,0,17,96.9024
4,4,8,5,5,235.239,1,1,0,3,1,0,6,82.3577
28,2,4,1,1,426.673,0,0,0,3,1,1,19,72.2221
24,9,1,3,7,604.607,3,0,0,4,0,0,25,77.5801
0,3,0,1,4,141.148,0,0,0,4,0,0,2,100
14,8,3,5,5,327.293,1,0,1,2,1,1,8,72.0723
19,14,1,4,7,613.444,1,0,0,0,0,0,23,58.6904
4,4,2,3,3,223.205,1,1,0,1,0,0,7,88.9001
18,6,1,0,3,462.225,0,0,2,0,0,0,7,61.4664
6,9,3,2,7,422.29,3,1,4,4,0,0,11,97.4774
3,11,1,8,6,342.296,3,2,0,1,0,0,12,81.7914
5,4,1,2,2,228.245,1,1,0,0,0,0,5,79.6327
1,3,3,3,1,166.135,2,2,1,0,0,2,6,95.0546
21,10,0,5,9,608.444,0,0,1,0,0,0,22,69.6951
8,7,0,1,5,402.4,0,0,0,3,1,0,9,90.6943
8,7,2,4,2,514.693,3,0,0,0,1,1,14,88.4674
6,4,0,1,4,255.225,0,0,0,1,0,0,4,87.3042
5,3,7,0,1,271.334,1,0,1,1,0,0,7,95.4618
3,4,3,6,5,164.179,0,3,0,1,0,0,5,94.5971
6,3,0,6,4,288.328,2,2,1,0,0,0,5,91.4748
15,6,5,6,9,446.231,0,0,0,1,0,0,7,58.6642
10,2,2,1,1,266.334,0,0,0,1,0,0,2,83.3757
1,8,5,1,5,339.979,3,1,0,1,0,1,9,97.1402
