X1_number_of_ligand_nonh_atoms,X2_total_sum_hphob_hphob,X3_total_diff_hphob_hphob,X4_total_diff_hphob_hphil,X5_total_sum_hphil_hphil,X6_total_diff_hphil_hphil,X7_number_of_salt_bridges,X8_number_of_hbonds,X9_number_of_unsat_polar,X10_number_of_unsat_charge,X11_ratio_of_interfacial_ligand_heavy_atoms,X12_number_of_interfacial_ligand_atoms,X13_number_of_exposed_hydro_ligand_atoms,X14_number_of_ligand_flexible_bonds,X15_number_of_all_interfacial_flexible_bonds,X16_total_avg_hphob_hphob,X17_old_slide_total_sum_hphob_hphob,X18_number_of_flexible_interfacial_ligand_bonds,X19_total_hphob_comp,X20_total_hphob_hphob_comp,X21_contact_hphob_hphob,X22_contact_hphil_hphil,X23_contact_hphob_hphil,X24_total_target_hphob_hphob,X25_increase_hphob_environ,X26_total_target_hydro,X27_norm_target_hphob_hphob,X28_total_target_hphob_contact,X29_norm_target_hphob_contact,X30_total_ligand_hydro,X31_hphob_score,X32_polar_score,X33_unsat_polar_score,X34_contact_hphob_hphob,X35_number_of_hbonds,X36_number_of_salt_bridges,X37_number_of_metal_ligand_bonds,X38_number_of_interfacial_unsatisfied_polar_atoms,X39_number_of_interfacial_unsatisfied_charged_atoms,X40_buried_carbons,Y1_orientation_score,Y2_affinity_score_by_no_of_lig_heavy_atoms,Y3_affinity_score
54,-25.529,5.911,48.557,9.434,3.131,0,12,7,3,0.981,53,0,10,28,-8.468,64.497,10,39.359,38.489,132,35,123,-19.329,20.761,44.554,-24.791,-4.809,-10.622,25.545,-9.199,-0.996,1.34,132,12,0,0,7,3,0.976,-11.939,-0.164,-14.073
38,-17.7,3.963,42.311,5.658,2.059,0,5,14,2,1,38,0,13,29,-6.197,34.607,11,25.752,26.705,89,21,105,-13.36,16.631,38.685,-17.137,0.02,-4.623,18.03,-6.382,-0.415,2.144,89,5,0,0,14,2,1,-9.269,-0.122,-9.871
38,-17.572,3.807,44.234,8.196,2.981,0,3,16,3,1,38,0,15,28,-6.398,29.627,12,26.139,26.796,89,29,106,-13.232,15.127,41.6,-16.8,-1.804,-6.311,16.95,-6.404,-0.249,2.546,89,3,0,0,16,3,1,-9.069,-0.108,-9.325
38,-15.986,4.385,45.323,9.297,3.145,0,7,12,1,1,38,0,13,24,-5.524,24.079,11,25.564,24.263,85,32,110,-11.956,16.451,38.949,-16.087,-0.204,-4.406,17.13,-5.799,-0.581,1.742,85,7,0,0,12,1,1,-9.571,-0.122,-9.856
38,-16.507,3.348,42.266,8.06,2.858,0,6,13,2,1,38,0,13,30,-5.817,34.892,11,25.749,24.754,83,30,102,-12.477,14.974,37.123,-16.2,-2.641,-7.209,17.13,-5.916,-0.498,2.01,83,6,0,0,13,2,1,-9.225,-0.116,-9.622
62,-26.82,6.568,58.401,10.907,3.734,0,16,10,3,1,62,0,10,34,-9.826,60.624,10,43.374,42.085,136,39,150,-20,26.153,46.653,-25.096,-2.86,-9.022,30,-10.058,-1.328,1.742,136,16,0,0,10,3,1,-12.915,-0.156,-14.862
46,-16.589,3.993,57.499,20.468,7.104,14,8,10,7,0.913,42,1,20,64,-4.776,32.801,20,28.711,21.168,88,66,143,-13.179,22.382,39.353,-16.558,9.241,6.624,15.75,-5.059,-1.826,2.278,88,8,14,0,10,7,0.88,-12.5,-0.1,-9.825
19,-8.859,2.142,30.69,8.038,3.283,0,6,3,3,1,19,0,5,19,-2.113,9.987,5,13.349,10.642,48,27,80,-7.154,13.631,23.559,-8.87,-1.028,-3.452,7.665,-2.543,-0.498,0.804,48,6,0,0,3,3,1,-7.592,-0.118,-7.455
60,-24.209,5.533,52.307,12.6,4.835,0,7,12,4,1,60,0,27,48,-9.184,55.696,21,43.242,38.297,120,43,137,-18.009,24.014,39.803,-22.182,5.107,-0.201,27.966,-9.153,-0.581,2.144,120,7,0,0,12,4,1,-10.428,-0.127,-12.808
37,-22.477,4.484,37.509,6.362,2.829,0,2,16,3,0.973,36,1,6,27,-5.493,32.12,5,26.228,21.889,106,24,100,-18.912,18.08,34.985,-23.262,-2.893,-6.039,17.289,-5.232,-0.166,2.546,106,2,0,0,16,3,0.964,-8.867,-0.077,-8.07
56,-26.917,6.338,61.404,12.886,3.786,0,8,14,3,1,56,0,19,36,-9.109,50.433,16,39.878,39.025,136,41,149,-20.562,21.998,48.104,-26.35,-0.086,-7.571,25.68,-9.327,-0.664,2.278,136,8,0,0,14,3,1,-11.491,-0.138,-12.931
26,-13.637,3.014,45.7,17.093,8.969,4,9,10,4,1,26,0,10,32,-2.096,15.23,8,19.432,10.735,72,67,119,-11.932,21.274,38.964,-13.549,-4.677,-9.362,9.186,-2.566,-1.079,1.876,72,9,4,0,10,4,1,-10.407,-0.068,-6.987
52,-24.059,5.107,68.131,21.571,7.949,14,9,12,8,0.981,51,0,26,75,-6.042,45.84,26,35.668,26.929,122,72,173,-19.719,28.13,46.107,-22.127,2.526,-1.471,19.845,-6.436,-1.909,2.68,122,9,14,0,12,8,1,-13.883,-0.109,-10.883
28,-22.6,5.376,25.484,3.787,1.672,0,2,8,0,1,28,0,3,26,-4.092,44.773,2,23.054,22.089,129,14,75,-19.035,16.344,39.024,-24.715,-13.08,-20.08,14.01,-5.279,-0.166,1.072,129,2,0,0,8,0,1,-9.642,-0.156,-9.591
42,-19.081,4.274,49.036,9.718,3.625,0,5,12,4,1,42,0,13,35,-6.829,28.961,11,29.484,29.495,96,35,126,-14.276,22.143,40.782,-18.858,-0.18,-4.833,19.809,-7.049,-0.415,2.144,96,5,0,0,12,4,1,-9.558,-0.127,-10.538
20,-12.139,1.972,8.208,3.223,1.468,0,2,3,1,0.95,19,0,7,20,-2.599,40.939,4,15.415,12.539,64,10,26,-10.124,6.003,29.154,-11.384,-8.32,-9.896,9.114,-2.997,-0.166,0.536,64,2,0,0,3,1,0.933,-7.545,-0.131,-7.845
47,-17.513,3.722,42.511,8.866,3.275,0,5,17,1,0.979,46,1,14,26,-7.001,44.44,12,31.782,28.811,85,32,105,-12.863,16.23,37.348,-17.599,-0.72,-6.423,20.409,-6.886,-0.415,2.412,85,5,0,0,17,1,0.969,-9.095,-0.104,-10.107
9,-1.071,0.409,27.335,16.585,7.921,9,7,3,0,1,9,0,3,25,-0.357,1.41,3,5.921,1.911,6,65,65,-0.761,8.742,19.525,-0.967,12.133,8.065,2.238,-0.457,-1.328,0.402,6,7,9,0,3,0,1,-8.27,-0.154,-6.601
50,-21.964,5.101,41.911,9.416,3.059,0,6,12,3,0.96,48,2,23,39,-7.684,49.7,18,34.67,32.357,111,32,109,-16.694,19.063,40.382,-20.122,0.575,-2.553,22.77,-7.733,-0.498,2.01,111,6,0,0,12,3,0.946,-10.067,-0.124,-11.439
40,-18.296,4.307,37.562,7.61,2.693,0,6,12,3,1,40,0,19,30,-7.041,40.436,15,28.774,29.478,94,27,94,-13.491,15.258,36.599,-17.393,-0.319,-4.435,18.87,-7.045,-0.498,2.01,94,6,0,0,12,3,1,-9.446,-0.138,-10.751
39,-16.21,3.453,44.522,8.627,3.172,0,5,13,4,0.974,38,1,15,29,-6.106,33.351,12,25.363,24.809,79,31,105,-12.18,14.545,37.864,-16.217,-0.85,-4.441,16.95,-5.929,-0.415,2.278,79,5,0,0,13,4,0.964,-8.989,-0.104,-9.284
54,-26.658,6.34,52.052,11.274,3.269,0,8,13,2,1,54,0,19,37,-8.95,53.175,16,38.897,38.255,136,36,129,-20.458,19.917,43.588,-24.896,1.78,-4.544,25.47,-9.143,-0.664,2.01,136,8,0,0,13,2,1,-11.216,-0.144,-13.015
58,-22.267,4.893,50.343,11.651,4.262,0,9,10,3,1,58,0,27,44,-9.905,58.232,21,41.334,38.821,109,39,128,-15.912,21.298,38.323,-19.05,4.98,1.599,27.33,-9.278,-0.747,1.742,109,9,0,0,10,3,1,-10.463,-0.143,-13.501
58,-26.085,5.479,50.406,12.424,4.08,0,9,10,3,1,58,0,27,49,-9.438,61.903,21,42.893,39.266,129,42,132,-19.73,22.777,40.497,-24.732,2.554,-3.113,27.33,-9.385,-0.747,1.742,129,9,0,0,10,3,1,-11.055,-0.145,-13.608
26,-14.325,3.048,46.265,15.604,6.183,10,10,6,0,1,26,0,13,42,-2.442,12.106,12,18.189,12.723,78,53,114,-12.31,16.783,30.629,-15.336,1.607,-3.666,9.783,-3.041,-1.66,0.804,78,10,10,0,6,0,1,-11.359,-0.15,-9.115
38,-16.394,3.779,40.96,8.652,3.176,0,4,14,3,1,38,0,13,27,-5.623,30.665,11,26.047,24.789,83,31,99,-12.364,14.657,38.849,-16.345,-1.356,-5.232,17.13,-5.925,-0.332,2.278,83,4,0,0,14,3,1,-8.952,-0.105,-9.197
32,-18.569,4.081,31.794,5.393,2.075,0,4,8,0,1,32,0,7,26,-4.163,60.972,4,24.808,21.235,102,18,87,-15.159,17.05,36.014,-18.688,-15.608,-21.496,14.193,-5.075,-0.332,1.072,102,4,0,0,8,0,1,-9.216,-0.135,-9.553
22,-5.589,1.834,39.91,16.796,5.857,7,10,10,0,1,22,0,6,36,-1.489,7.563,6,14.359,8.474,34,58,97,-4.194,13.894,27.082,-4.625,5.855,4.424,6.933,-2.025,-1.411,1.34,34,10,7,0,10,0,1,-9.564,-0.095,-7.314
50,-40.118,6.479,41.183,5.783,3.313,0,6,14,2,1,50,0,10,32,-9.621,73.416,10,40.206,40.565,197,17,108,-33.608,19.465,40.395,-40.225,-15.863,-21.967,25.59,-9.695,-0.498,2.144,197,6,0,0,14,2,1,-12.046,-0.161,-13.267
22,-5.563,2.041,35.828,14.808,4.781,11,11,5,0,1,22,0,7,36,-1.434,7.356,7,14.52,8.33,37,54,87,-4.168,12.121,25.12,-4.928,4.335,3.862,6.933,-1.991,-1.826,0.67,37,11,11,0,5,0,1,-10.458,-0.143,-8.365
22,-4.953,1.927,31.918,13.68,4.136,7,11,6,0,1,22,0,7,35,-1.498,7.629,7,14.62,8.262,33,47,80,-3.558,11.17,22.777,-4.578,4.531,2.9,6.933,-1.975,-1.494,0.804,33,11,7,0,6,0,1,-9.467,-0.121,-7.883
19,-11.313,2.943,29.878,7.885,3.267,0,6,3,4,1,19,0,9,23,-1.957,14.769,9,13.833,10.731,65,26,78,-9.608,13.186,26.436,-11.031,-2.673,-4.664,7.665,-2.565,-0.498,0.938,65,6,0,0,3,4,1,-8.159,-0.112,-7.343
42,-16.254,3.632,42.876,8.81,3.584,0,6,12,3,1,42,0,13,34,-7.199,40.353,11,29.207,28.417,76,32,109,-11.604,18.862,38.394,-16.11,-0.834,-5.154,19.809,-6.792,-0.498,2.01,76,6,0,0,12,3,1,-9.141,-0.126,-10.498
28,-23.264,4.43,12.455,2.055,0.905,0,2,4,2,1,28,0,5,24,-4.853,71.706,5,24.48,23.233,124,6,37,-19.544,7.859,31.892,-22.744,-15.647,-19.536,14.46,-5.553,-0.166,0.804,124,2,0,0,4,2,1,-9.092,-0.176,-10.133
39,-16.274,3.573,48.307,9.348,3.516,0,6,12,2,1,39,0,15,26,-6.354,32.871,12,26.152,25.878,80,33,114,-12.089,15.672,38.152,-14.809,0.603,-1.62,17.505,-6.185,-0.498,1.876,80,6,0,0,12,2,1,-9.218,-0.123,-10.025
46,-17.434,3.494,42.394,8.946,3.149,0,5,14,1,1,46,0,14,26,-7.341,50.538,11,31.402,29.744,83,30,100,-12.629,13.651,37.157,-17.088,-0.294,-5.73,20.67,-7.109,-0.415,2.01,83,5,0,0,14,1,1,-9.038,-0.12,-10.732
46,-16.684,3.543,41.593,8.438,3.113,0,5,15,1,0.978,45,1,16,28,-6.864,44.785,13,30.807,27.906,78,30,103,-12.189,16.02,36.62,-16.886,-0.146,-5.566,20.304,-6.669,-0.415,2.144,78,5,0,0,15,1,0.969,-8.89,-0.107,-10.158
42,-18.908,3.776,49.201,10.773,3.45,0,5,14,4,1,42,0,15,31,-6.71,27.317,12,28.21,27.814,93,37,115,-14.413,15.694,40.97,-17.926,1.316,-1.396,18.72,-6.648,-0.415,2.412,93,5,0,0,14,4,1,-9.5,-0.111,-9.869
46,-18.898,4.326,37.205,8.839,2.233,0,6,14,2,1,46,0,19,31,-8.088,47.071,15,32.558,31.005,93,27,94,-13.783,14.748,35.519,-17.13,2.24,-1.407,21.48,-7.41,-0.498,2.144,93,6,0,0,14,2,1,-9.357,-0.125,-10.982
17,-9.951,2.093,23.629,5.78,2.482,0,5,3,3,1,17,0,7,16,-1.901,17.591,7,12.413,9.704,54,19,65,-8.401,12.324,21.402,-9.53,-2.948,-5.045,7.005,-2.319,-0.415,0.804,54,5,0,0,3,3,1,-7.41,-0.114,-7.148
43,-19.853,4.788,48.361,7.714,3.123,1,12,5,1,0.977,42,0,15,28,-6.76,35.852,13,28.741,30.672,103,28,114,-14.893,15.848,39.894,-18.548,-0.771,-1.936,20.07,-7.331,-1.079,0.804,103,12,1,0,5,1,1,-11.177,-0.177,-12.824
46,-21.725,5.307,42.306,7.746,2.431,0,4,16,3,0.978,45,0,20,33,-7.289,32.926,16,31.213,32.439,112,26,105,-16.455,16.145,37.87,-19.801,4.015,3.217,21.915,-7.753,-0.332,2.546,112,4,0,0,16,3,1,-9.559,-0.12,-10.757
27,-18.818,3.073,41.284,8.816,3.004,0,6,6,2,1,27,0,11,41,-4.168,22.364,11,19.037,19.573,97,27,95,-15.718,11.964,32.225,-18.85,1.606,-1.123,12.375,-4.678,-0.498,1.072,97,6,0,0,6,2,1,-9.248,-0.152,-9.322
40,-16.962,3.61,40.897,8.969,2.862,0,5,15,4,1,40,0,16,31,-6.658,40.403,13,27.672,26.785,82,31,99,-12.622,14.443,37.758,-16.284,1.649,-1.965,18.06,-6.402,-0.415,2.546,82,5,0,0,15,4,1,-9.051,-0.107,-9.489
39,-18.401,3.839,40.805,7.245,2.72,0,5,15,1,1,39,0,15,29,-6.696,33.865,13,27.429,28.517,92,26,98,-13.751,13.88,39.398,-17.997,-0.196,-3.791,17.955,-6.816,-0.415,2.144,92,5,0,0,15,1,1,-9.381,-0.13,-10.305
57,-22.424,4.827,48.372,10.759,4.237,0,8,8,4,1,57,0,26,42,-9.692,63.112,20,40.764,38.076,109,37,124,-16.224,20.99,37.025,-19.424,4.818,1.399,27.225,-9.1,-0.664,1.608,109,8,0,0,8,4,1,-10.195,-0.143,-13.374
45,-18.82,3.97,42.707,8.338,3.177,0,5,13,2,0.956,43,1,16,30,-7.207,40.434,12,29.704,29.753,91,30,102,-14.015,14.595,38.706,-18.58,0.711,-3.908,19.905,-7.111,-0.415,2.01,91,5,0,0,13,2,0.97,-9.316,-0.123,-10.734
48,-14.534,2.728,44.062,12.064,4.946,0,15,6,4,0.958,46,0,35,41,-6.211,33.518,23,29.38,24.857,68,38,103,-10.504,13.218,28.213,-13.062,9.457,6.501,20.13,-5.941,-1.245,1.34,68,15,0,0,6,4,0.941,-10.037,-0.122,-11.064
40,-17.932,3.828,43.933,10.71,3.879,0,7,14,3,1,40,0,19,33,-6.072,29.969,16,28.163,25.855,89,38,106,-13.747,15.502,41.018,-17.583,-0.941,-3.489,17.766,-6.179,-0.581,2.278,89,7,0,0,14,3,1,-9.789,-0.112,-9.7
33,-8.759,2.276,38.484,15.129,6.04,16,7,5,2,0.909,30,1,13,36,-3.845,16.504,9,19.521,15.274,43,53,90,-6.279,12.018,22.328,-8.579,17.426,14.025,12.723,-3.65,-1.909,0.938,43,7,16,0,5,2,0.909,-10.615,-0.14,-9.839
41,-18.018,3.73,45.664,10.278,3.503,0,5,15,2,1,41,0,17,28,-6.536,30.5,13,28.151,26.923,88,35,107,-13.678,14.581,38.663,-17.143,-0.321,-4.379,18.165,-6.435,-0.415,2.278,88,5,0,0,15,2,1,-9.244,-0.112,-9.79
39,-15.588,3.512,45.784,8.442,3.242,0,5,12,2,1,39,0,15,28,-6.304,27.533,12,25.878,25.616,77,30,109,-11.403,15.287,39.989,-13.754,-0.354,-3.841,17.505,-6.122,-0.415,1.876,77,5,0,0,12,2,1,-9.072,-0.12,-9.879
49,-21.509,5.119,56.347,11.439,3.555,0,5,17,2,0.98,48,0,24,36,-7.168,34.151,19,32.587,30.226,110,37,136,-16.549,19.563,46.006,-20.628,-2.486,-5.925,20.913,-7.224,-0.415,2.546,110,5,0,0,17,2,1,-10.198,-0.104,-10.311
45,-17.349,3.81,54.466,11.359,3.93,2,5,15,5,1,45,0,18,32,-6.565,27.507,15,29.6,26.757,85,38,129,-13.009,17.707,42.162,-16.885,0.569,-1.728,18.798,-6.395,-0.581,2.68,85,5,2,0,15,5,1,-9.767,-0.095,-9.514
20,-15.775,2.839,29.451,7.706,3.681,2,5,4,0,1,20,0,6,26,-2.941,29.367,5,15.966,13.474,76,27,83,-13.605,17.45,30.874,-16.726,-5.445,-7.938,9.3,-3.22,-0.581,0.536,76,5,2,0,4,0,1,-8.871,-0.163,-8.483
49,-21.491,5.018,57.795,11.304,4.003,0,6,19,2,1,49,0,24,34,-7.488,46.047,19,33.132,30.538,107,38,139,-16.531,19.755,47.048,-21.187,-5.383,-12.204,21.018,-7.299,-0.498,2.814,107,6,0,0,19,2,1,-10.382,-0.102,-10.201
44,-16.806,3.584,43.943,10.124,3.099,0,5,15,5,1,44,0,17,35,-6.646,39.278,13,29.377,26.988,80,34,106,-12.466,15.515,39.705,-15.285,3.66,0.873,19.56,-6.45,-0.415,2.68,80,5,0,0,15,5,1,-9.124,-0.095,-9.403
17,-5.425,1.516,39.283,16.903,7.762,9,17,3,0,1,17,0,7,44,-1.109,4.5,7,11.798,5.74,29,69,99,-4.495,16.661,29.052,-6.146,4.202,-0.173,5.418,-1.372,-2.158,0.402,29,17,9,0,3,0,1,-11.27,-0.184,-8.346
37,-18.337,4.517,44.099,9.904,4.659,0,3,20,0,0.973,36,0,7,27,-4.314,28.31,7,26.723,19.324,92,34,131,-15.237,29.159,37.325,-18.493,-3.209,-4.282,15.702,-4.618,-0.249,2.68,92,3,0,0,20,0,1,-8.877,-0.059,-7.405
17,-9.722,2.29,39.828,9.957,3.105,0,9,2,1,1,17,0,6,23,-1.594,8.088,6,11.37,8.777,55,32,95,-8.327,13.046,32.295,-11.233,-1.665,-5.808,6.195,-2.098,-0.747,0.402,55,9,0,0,2,1,1,-8.853,-0.144,-7.661
16,-13.699,4.077,25.84,5.581,1.927,0,2,5,2,1,16,0,1,11,-1.947,10.349,0,12.209,10.685,79,18,66,-11.994,11.037,20.475,-13.889,-3.277,-3.976,7.17,-2.554,-0.166,0.938,79,2,0,0,5,2,1,-7.361,-0.111,-7
14,-11.798,3.693,19.349,4.371,0.982,0,1,4,2,1,14,0,4,16,-1.636,14.84,4,10.418,9.636,71,13,46,-10.248,6.302,19.009,-11.585,-4.53,-5.859,5.97,-2.303,-0.083,0.804,71,1,0,0,4,2,1,-6.899,-0.113,-6.8
12,-12.45,3.712,19.064,2.205,0.821,0,0,3,1,1,12,0,1,12,-1.568,10.431,1,8.866,8.744,71,7,46,-11.055,6.111,19.161,-12.377,-5.191,-5.939,5.31,-2.09,0,0.536,71,0,0,0,3,1,1,-6.719,-0.129,-6.772
13,-3.855,1.141,26.95,8.35,3.53,1,10,3,0,1,13,0,9,34,-0.925,5.781,9,7.538,4.809,21,29,61,-3.08,7.582,19.918,-4.062,0.896,-1.953,4.065,-1.149,-0.913,0.402,21,10,1,0,3,0,1,-7.694,-0.128,-6.878
12,-6.859,1.565,28.111,9.29,2.266,4,6,3,0,1,12,0,5,17,-1.182,3.72,5,7.837,5.811,38,30,66,-5.929,8.547,20.146,-6.422,2.766,1.345,3.96,-1.389,-0.83,0.402,38,6,4,0,3,0,1,-7.91,-0.151,-7.035
9,-6.625,1.478,11.123,2.198,1.334,2,2,4,0,1,9,0,3,12,-1.941,6.479,3,6.937,7.556,29,9,29,-5.385,5.014,12.207,-6.761,1.352,-0.899,4.725,-1.806,-0.332,0.536,29,2,2,0,4,0,1,-6.085,-0.178,-6.82
12,-11.512,3.557,16.536,2.271,0.594,0,0,3,1,1,12,0,1,13,-1.503,9.926,1,9.174,8.683,68,6,45,-10.117,8.172,18.509,-12.184,-4.396,-5.61,5.49,-2.075,0,0.536,68,0,0,0,3,1,1,-6.61,-0.128,-6.757
16,-8.824,1.417,34.518,13.088,3.463,0,11,3,0,1,16,0,5,18,-1.719,5.177,5,10.924,7.801,45,37,76,-7.584,8.023,18.495,-9.259,8.42,3.717,5.64,-1.865,-0.913,0.402,45,11,0,0,3,0,1,-8.159,-0.148,-7.594
12,-7.359,2.236,16.761,3.834,1.638,0,2,7,3,1,12,0,1,11,-1.357,7.152,1,8.461,7.682,43,14,40,-6.119,5.443,17.786,-7.829,-1.912,-3.52,4.86,-1.836,-0.166,1.34,43,2,0,0,7,3,1,-6.369,-0.055,-5.88
10,-3.964,0.628,15.563,3.566,1.369,0,1,5,1,1,10,0,2,15,-1.684,7.516,2,6.932,5.627,16,14,39,-3.034,6.993,16.705,-3.908,-3.097,-4.605,4.38,-1.345,-0.083,0.804,16,1,0,0,5,1,1,-5.493,-0.062,-5.842
12,-4.75,1.206,29.441,8.646,2.228,5,7,0,0,1,12,0,3,21,-1.586,3.57,3,7.299,6.773,21,27,68,-3.665,8.582,14.823,-4.515,9.421,7.239,4.59,-1.619,-0.996,0,21,7,5,0,0,0,1,-7.572,-0.218,-7.833
23,-6.769,1.305,24.007,7.89,2.001,0,8,8,0,0.87,20,1,12,21,-2.149,9.432,11,12.347,9.64,36,20,57,-5.219,7.208,14.669,-5.655,1.178,0.149,7.05,-2.304,-0.664,1.072,36,8,0,0,8,0,0.917,-7.152,-0.082,-7.114
13,-2.683,0.467,9.698,7.193,4.221,0,5,4,0,1,13,0,0,13,-0.914,9.913,0,9.322,3.802,12,26,31,-2.063,7.404,9.768,-2.52,3.419,2.934,5.415,-0.909,-0.415,0.536,12,5,0,0,4,0,1,-5.734,-0.061,-6.006
21,-4.21,0.9,17.993,5.661,2.015,0,2,8,2,0.667,14,2,9,11,-1.712,5.375,3,9.11,6.782,19,19,44,-3.125,7.157,12.463,-4.379,0.014,-1.936,4.98,-1.621,-0.166,1.34,19,2,0,0,8,2,0.778,-5.492,-0.021,-5.665
19,-6.476,1.722,31.252,9.455,3.69,1,8,9,1,1,19,0,5,26,-1.665,7.124,5,12.77,7.69,32,38,85,-5.236,16.525,25.861,-6.216,0.563,-1.331,7.248,-1.838,-0.747,1.34,32,8,1,0,9,1,1,-7.932,-0.066,-6.463
6,-2.279,0.632,6.118,2.758,1.148,0,0,4,2,1,6,0,0,4,-0.502,6.017,0,5,2.888,14,11,23,-1.814,5.943,7.128,-2.066,0.24,0.59,2.52,-0.69,0,0.804,14,0,0,0,4,2,1,-4.674,0.019,-5.104
12,-5.942,1.271,15.15,2.996,1.377,0,1,7,1,1,12,0,1,8,-1.502,9.849,1,8.505,6.711,28,11,41,-4.857,7.653,11.214,-5.794,-1.632,-2.502,5.22,-1.604,-0.083,1.072,28,1,0,0,7,1,1,-5.434,-0.051,-5.833
11,-7.836,1.832,12.152,2.513,0.579,0,0,9,0,1,11,0,4,13,-1.577,18.716,2,8.784,7.742,40,7,29,-6.596,4.194,18.131,-8.066,-4.923,-6.277,4.935,-1.85,0,1.206,40,0,0,0,9,0,1,-5.943,-0.059,-5.862
13,-4.491,1.484,20.207,12.815,6.009,2,6,2,1,1,13,0,6,27,-1.381,7.566,6,9.849,6.531,28,44,58,-3.406,11.661,17.385,-4.369,12.21,9.355,5.235,-1.561,-0.664,0.402,28,6,2,0,2,1,1,-7.133,-0.14,-7.041
38,-17.497,4.747,40.119,9.901,2.986,2,9,7,1,0.895,34,2,23,52,-4.371,30.636,21,24.471,21.187,96,32,97,-14.087,14.648,31.864,-16.628,-4.992,-9.988,14.223,-5.064,-0.913,1.072,96,9,2,0,7,1,0.875,-10.148,-0.129,-10.123
9,-4.318,0.775,12.354,5.578,2.141,4,2,3,1,1,9,0,7,13,-1.241,3.891,5,6.25,5.752,23,16,28,-3.388,3.241,13.532,-4.157,5.789,5.425,3.825,-1.375,-0.498,0.536,23,2,4,0,3,1,1,-6.405,-0.149,-6.555
11,-7.209,1.649,18.865,3.741,1.823,2,2,9,0,1,11,0,3,12,-1.809,4.737,3,7.42,7.651,34,13,47,-5.969,7.373,13.705,-7.582,3.301,3.083,4.935,-1.829,-0.332,1.206,34,2,2,0,9,0,1,-6.291,-0.087,-6.173
10,-2.652,0.681,22.456,11.194,5.292,3,9,1,1,1,10,0,8,33,-0.697,1.5,8,6.736,2.839,12,48,55,-2.187,8.398,14.551,-1.971,7.477,5.177,2.793,-0.678,-0.996,0.268,12,9,3,0,1,1,1,-7.349,-0.141,-6.624
15,-7.99,1.751,12.899,2.795,0.849,0,3,5,0,1,15,0,1,15,-2.632,15.008,1,10.887,10.456,36,9,32,-6.285,4.401,13.245,-8.179,-0.106,-1.944,7.155,-2.499,-0.249,0.67,36,3,0,0,5,0,1,-6.12,-0.139,-7.296
10,-4.135,2.508,6.501,1.588,0.651,0,0,5,0,1,10,0,1,9,-1.151,5.717,1,7.673,6.987,29,5,19,-2.895,3.889,10.131,-3.885,0.259,-0.403,4.83,-1.67,0,0.67,29,0,0,0,5,0,1,-5.202,-0.1,-6.218
10,-4.561,3.176,7.82,0.548,0.203,0,1,2,0,1,10,0,1,8,-1.221,6.284,0,7.21,7.766,34,2,22,-3.166,4.276,12.196,-4.283,0.015,-0.439,5.28,-1.856,-0.083,0.268,34,1,0,0,2,0,1,-5.632,-0.167,-6.889
9,-3.536,1.112,17.94,7.488,2.792,2,6,1,4,1,9,0,7,16,-1.11,2.501,5,5.692,4.797,19,28,43,-2.761,5.718,16.284,-3.185,7.136,5.58,3.195,-1.146,-0.664,0.67,19,6,2,0,1,4,1,-6.859,-0.127,-6.358
14,-6.571,1.576,21.63,6.719,2.597,0,5,6,2,1,14,0,4,14,-2.255,6.579,2,9.179,9.346,33,24,55,-5.021,8.443,16.172,-5.944,6.427,3.594,5.97,-2.234,-0.415,1.072,33,5,0,0,6,2,1,-6.607,-0.113,-6.795
12,-7.961,2.175,20.755,4.745,1.585,0,2,10,1,1,12,0,4,13,-1.496,6.365,3,8.607,7.73,44,16,51,-6.721,8.058,18.38,-8.351,-0.682,-1.475,5.04,-1.848,-0.166,1.474,44,2,0,0,10,1,1,-6.428,-0.045,-5.758
14,-9.718,1.586,16.434,2.947,1.379,4,1,4,0,1,14,0,0,9,-2.437,17.783,0,10.431,10.605,47,9,40,-8.013,6.08,16.053,-9.516,-0.485,-1.909,6.78,-2.535,-0.415,0.536,47,1,4,0,4,0,1,-6.922,-0.172,-7.632
13,-5.46,3.159,12.786,1.647,0.434,0,1,4,0,0.923,12,0,1,9,-1.495,9.362,0,8.701,9.003,39,5,34,-3.91,6.126,13.694,-4.864,-0.191,-1.286,5.94,-2.152,-0.083,0.536,39,1,0,0,4,0,1,-5.838,-0.131,-6.917
15,-8.755,2.235,15.576,4.086,0.774,0,3,6,0,1,15,0,4,17,-2.225,21.66,3,11.339,10.462,43,13,38,-7.05,5.325,14.764,-9.373,-1.435,-3.954,6.525,-2.5,-0.249,0.804,43,3,0,0,6,0,1,-6.374,-0.13,-7.163
10,-3.62,0.847,23.145,7.413,2.213,0,11,2,0,1,10,0,4,19,-0.688,3.776,4,6.324,3.889,21,22,55,-3,6.764,16.482,-3.706,0.495,-2.408,3.03,-0.929,-0.913,0.268,21,11,0,0,2,0,1,-7.484,-0.157,-6.792
14,-7.34,2.357,23.509,4.549,1.733,0,5,6,2,1,14,0,4,17,-1.769,6.785,4,9.263,9.529,43,16,58,-5.79,8.69,19.392,-6.662,0.38,0.227,5.97,-2.277,-0.415,1.072,43,5,0,0,6,2,1,-7.034,-0.116,-6.838
