Y1_ligscore_pose,Y2_ligscore_rank
-36.81,-11.68
-43.22,-36.58
-26.43,-11.59
-12.97,-6.89
-9.8,-3.24
-22.15,-16.09
-12.07,1.91
-39.23,-18.34
-21.01,-13.79
-19.25,-10.15
-27.25,-11.06
-25.05,-12.08
-17.19,-4.59
-22.08,-3.86
-31.95,-12.38
-46.98,-18.14
-48.55,-30.63
-38.06,-25.44
-30.86,-22.12
-37.94,-12.91
-18.16,-13.1
-37.41,-27.98
-26.59,-15.31
-25.73,-16.85
-12.02,-2.25
-19.39,-3.97
-16.71,-5.03
-37.11,-17.75
-36.42,-18.65
-28.28,-17.61
-28.1,-4.62
-66.81,-24.22
-22.83,-6.45
-38.84,-14.09
-33.37,-17.52
-42.95,-20.03
-32.76,-9.89
-41.74,-32.92
4.47,3.67
-66.98,-24.3
-25.3,-10.84
-32,-14.1
-15.93,-6.04
-28.87,-13.55
-32.41,-12.58
-33.74,-5.03
-18.58,-10.21
-90.98,-67.87
-54.33,-17.88
-28.79,-13.15
-27.93,-12.37
-58.94,-16.47
-38.77,-27.12
-55.42,-19.79
-41.93,-9.88
-84.11,-36.26
-12.93,-3.75
6.54,5.35
-34.85,-23.14
-26.55,-13.92
-40.99,-18.48
-9.06,0.25
-36.14,-7.01
-24.36,-1.94
-16.55,-7.1
-25.47,-3.73
-17.51,-6.17
-39.42,-7.44
-29.51,-6.59
-22.1,-6.25
-12.43,-8.61
-42.53,-8.26
-31.24,-14.18
-82.72,-60.27
-34.68,-10.62
-33.89,-16.64
-1.47,4.84
-34.67,-19.76
-34.92,-7.17
-56.06,-15.18
-20.68,-7.23
-59.95,-27.95
-34.95,-20.96
-18.18,-5.56
-18.33,-3.65
-33.68,-24.26
-34.63,-11.94
-33.85,-10.31
-27.9,-19.72
-18.97,-1.76
-40.18,-21.5
-8.21,-0.94
-46.83,-13.25
-50.4,-14.6
-23.84,4.96
-31,-14.72
-31.2,-13.9
-35.8,-4.55
-44.17,-14.55
-33.32,-13.28
-45.3,-19.5
-10.9,6.62
-67.5,-45.57
-36.17,-16.16
-30.44,-13.23
-48.24,-20.91
-44.24,-23.31
-15.42,1.6
-18.16,-10.15
-39.89,-22.4
-55.19,-13.16
-10.71,-1.17
-55.17,-23.45
-54.69,-11.62
-90.64,-59.79
-47.34,-23.78
-43.1,-26.98
-30.27,-15.56
-43.86,-16.99
-22.1,-7.78
-34.35,-30.37
-15.96,-4.81
-37.42,-10.73
-31.77,-19.69
-10.8,-5.22
-7.18,5.29
-29.15,-0.93
-41.18,-5.56
-27.25,-7.5
-35.93,-21.4
-6.08,-2.62
-26.63,-12.03
-8.01,0.31
-31.09,-20.55
-86.12,-27.87
-41.41,-12.23
-22.66,-18.95
-13.57,-3.67
-27.15,-4.41
-20.89,-15.91
5.61,18.74
-26.24,-6.92
-29.28,-9.88
-34.94,-20.8
-16.26,-3.04
-25.13,-15.2
-14.38,-4.74
-41.72,-6.86
-13.82,-0.55
-52.24,-6
-38.2,-6.58
-20.41,-15.46
-19.27,-3.57
-34.82,-12.85
-24.48,-15.71
-37.2,-3.34
-23.84,8.05
-5.97,-0.77
-25.36,-13
-66.4,-41.72
-44.58,-24.59
-29.56,-13.66
-34.46,-17.09
-24.38,-15.69
-13.52,-1.84
-21.58,-2.93
-24.38,-16.14
-62.93,-24.88
-48.37,-31.37
-20.66,-11.86
-13.06,-5.69
-67.92,-46.13
-31.86,-3.78
-50.71,-14.47
-35.29,-13.97
-19.34,-10.42
-33.52,-11.68
-56.29,-18.47
-25.11,-17.03
-29.07,-15.38
-17.49,5.65
-34.2,-19.19
-53.02,-17.71
-18.57,-6.06
-28.55,-13.15
-32.63,-25.76
-44.5,-14.51
-49.92,-12.18
-10.84,-2.36
-78.79,-19.22
-43.3,-13.62
-77.49,-54.8
-32.3,-15.79
-9.12,4.69
-24.94,-9.81
-43.23,-13.79
-30.9,-23.04
-19.35,-0.1
-28.86,-3.09
-30.89,-6.38
-51.03,-26.25
-46.65,-10.24
-64.7,-22.91
-61.42,-33.14
-34.85,-18.3
-64.86,-30.57
-63.38,-17.11
-37.34,-12.51
-0.84,2.14
-66.88,-16.22
-33.54,-13.84
-17.7,-7.11
-28.68,-5.52
-15.02,-4.9
-30.36,-2.84
-25.34,-2.67
-35.42,-3.6
-43.31,-14.14
-48.45,-14.07
-42.95,-15.87
-75.47,-14.3
-12.3,2.42
-68.52,-31.79
-34.96,-5.15
-40.41,-28.46
-53.69,-28.53
-43.53,-11.51
-36.27,-17.91
-34.55,-7.08
-43.28,-21.99
-67.76,-26.18
-51.42,-12.01
-28.1,-7.91
-19.21,5.82
-49.4,-25.2
-17.09,-8.44
-12.94,6.74
-18.96,-2.66
-58.21,-27.05
-27.05,-11.27
-20.71,-6.02
-6.47,3.27
-28.88,-1.32
-16.99,-3.92
-22.98,-3.33
-20.32,-15.93
-5.75,-0.66
-25.33,-10.82
-54.53,-19.56
-31.54,-15.89
-21.17,-5.57
-32.19,-12.34
-72.81,-51.64
-86.41,-57.43
-97.11,-48.95
-29.25,-12.15
-31.41,-4.04
-45.96,-19.86
-56.56,-15.34
-76.43,-26.88
-43.95,-30.23
-12.85,-0.95
-11.74,2.61
-24.64,-9.3
-32.55,-11.88
-30.6,-16.68
-17.15,-6.72
-9.08,-5.49
-16.08,-21.23
-20.03,-7.03
-30.2,-7.33
-48.89,-19.42
-39.11,-23.68
-51.53,-35.98
-25.67,-12.28
-22.56,4.44
-10.58,-1.26
-14.91,-2.73
-40.96,-16.24
-64.64,-15.56
-82.93,-54.3
-27.66,-3.42
-67.88,-35.47
-22.32,1.23
-42.15,-0.47
-8.24,-1.87
-44.09,-11.64
-35.57,-12.17
-35.05,-13.38
-29.45,-14.98
-55.63,-18.7
-42.69,-4.47
-2.17,4.6
-73.77,-27.14
-64.21,-22.41
-19.94,-5.63
-46.2,-16.45
-16.06,7.34
-45.37,-15.57
-38,-18.61
-6.66,1.08
-32.26,-16.7
-36.56,-28.82
-2.51,-0.2
-25.71,-9.18
-31.33,-5.44
-60.15,-21.26
-89.33,-65.99
-78.31,-26.38
-60.77,-6.31
-26.56,-27.43
-26,-6.56
-7.78,2.09
1.74,5.37
-69.91,-27.79
-66.75,-43.62
-34.27,-18.44
-70.06,-44.1
-34.5,-13.91
-31.47,-10.16
-76.28,-32.82
-39.61,-13.49
-44.46,-27.81
-26.22,-18.41
-33.1,-16.68
-13.37,-4.53
-34.2,-3.96
-31.84,-6.42
-22.66,-13.47
-22.75,-12.95
-27.8,-3.29
-39.96,-24.43
-28.82,-10.76
-27.47,-10.88
-31.16,-10.02
-10.05,0.84
-61.01,-22.48
-20.13,-9.19
-22.5,-16.61
-76.66,-31.26
-53.5,-17.76
-35.67,-8.32
-33.18,-7.54
-82.28,-59.06
-38.8,-8.64
-49.93,-25.44
-9.12,-6.93
-27.81,-12.08
-58.04,-23.65
-75.36,-24.02
-11.03,-6.09
-58.5,-16.95
-31.56,-11.36
-22.22,-3.45
-20.38,-7.6
-22.22,0.47
-27.18,3.12
-38.33,-6.82
-46.09,-18.83
-35.71,-14.91
-62.93,-38.64
-51.81,-14.68
-30.37,-6.71
-24.05,-9.01
-20.01,-2.84
-49.67,-11.66
-80.84,-50.65
-11.13,4.05
-17.31,-4.72
-46.29,-18.43
1.1,6.61
-20.43,2.58
-49.64,-18.75
-20.58,-4.39
-17.39,-4.59
-124.51,-61.5
-13.43,2.19
-31.75,-13.44
-79.47,-52.53
-30.15,-26.08
-40.04,-15.81
-63.51,-25.52
-24.83,-7.13
-42.88,-17.92
-35.51,-9.95
-38.02,-12.14
-29.9,-9.34
-24.22,-14.44
-19.46,-5.92
-56.51,-32.86
-31.6,-11.38
-48.45,-17.25
-34.45,-11.83
-43.99,-20.61
-30.22,-15.74
-9.41,-5.09
-37.95,-25.2
-5.76,-0.13
-59.12,-18.65
-46.9,-13.52
-71.6,-15.07
-54.89,-27.33
-85.57,-20.63
-37.62,-12.48
-31.49,-9.61
-42.66,-2.99
-41.23,-11.84
-65.58,-23.85
-2.79,-0.07
-14.84,-4.95
-0.94,6.44
-83.45,-60.22
-41.4,-15.05
-68.87,-5.71
-19.61,1.88
-36.33,-14.37
-51.8,-17.24
-25.48,-14.13
-39.81,-8.85
-34.56,-14.18
-75.56,-47.87
-27.32,-15.92
-21.06,-6.84
-42.34,-26.34
-32.24,-12.8
-51.36,-22.2
-19.13,-7.58
-61.5,-7.79
-31.68,-12.88
-15.27,-4.93
-19.31,-7.01
-66.7,-18.05
-84.52,-28.08
-80.42,-57.58
-23.63,-8.93
-26.66,-5.23
-29.89,-5.25
-42.99,-11.49
-17.98,-11.06
-27.51,-15.47
-61.08,-17.76
-72.67,-46.88
-46.73,-10.64
-29.06,-2.25
-42.2,-10.07
-31.92,4.46
-34.92,-10.71
-14.44,-0.78
-16.92,-2.63
-37.55,-18.02
-35.44,-16.08
-48.25,-19.11
-48.55,-10.63
-72.47,-29.82
-39.83,-20.04
-54.42,-11
-34.8,-11.15
-37.08,-13.06
-29.33,-17.1
-40.82,-14.72
-36.46,-24.68
-84.01,-60.64
-18.62,-4.41
-13.11,-8.55
-32.74,-4.49
-31.65,-7.72
-26.65,-1.11
-46.43,-13.46
-56.86,-22.24
-42.34,-16.79
-47.55,-9.04
-3.05,0.39
-27.22,-3.77
-35.45,-3.4
-22.71,-13.09
-34.79,-5.86
-63.12,-31.81
-41.37,-21.35
-85.11,-31.78
-15.66,-5.71
-34.33,-16.77
-33.69,-21.14
-69.75,-27.58
-48.02,-25.45
-91.45,-67.16
-12.09,-5.22
-34.27,-23.96
-38.45,-8.33
-49.61,-38.95
-88.5,-63.87
-53.21,-19.89
-23.97,-13.91
-43.15,-26.04
-20.27,-7.82
-28.53,-6.33
-40.63,-17.34
-29.84,-17.27
-24.5,7.01
-67.55,-41.38
-32.8,-18.05
-25.88,-7.41
-17.37,-21.12
-24.27,-10.67
-61.32,-25.48
-88.44,-65.13
-22.64,-5.51
-16.5,-15.1
-5.75,-5.58
-80.19,-56.84
-39.84,-21.51
-76.53,-21.32
-80.62,-51.01
-53.13,-16
-18.37,-4.44
-1.52,-4.04
-28.47,-3.3
-5.21,5.85
-15,4.11
-48.69,-14.46
-82.28,-53.85
-34.61,-11.74
-44.9,-12.71
-33.29,-7.26
-31.89,-6.81
-45.59,-5.8
-55.4,-13.19
-42.56,-19.64
-20.61,0.98
-3.85,7.99
-59.53,-15.25
-29.71,-15.85
-38.91,-24.43
-31.42,-26.78
-47.32,-30.08
-59.08,-32.24
-21.16,-2.56
-38.68,-20.99
-39.25,-23.18
-20.54,-2.08
-54.88,-12.64
-90.55,-56.81
-106.2,-72.14
-61.6,-34.88
-29.24,-8.27
-25.82,5.38
-45.16,-11.17
-40.05,-15.59
-38.3,-22.78
-23.85,-8.64
-21.07,-8.94
-43.85,-7.12
-34.59,-12.98
-73.04,-17.54
-34.51,-23.69
-13.2,-6.66
-38.22,-17.56
-21.26,-1.37
-42.72,-27.25
-34.61,-9.98
-41.54,-22.84
-43.99,-26.8
-67.29,-24.89
-74.39,-23.79
-21.54,-7
-38.71,-26.07
-27.39,-3.62
-36.58,-16.51
-12.01,-4.61
-34.09,-22.29
-21.77,-7.91
-40.99,-19.62
-29.74,-10.29
-40.48,-12.91
-44.7,-21.61
-7.15,1.26
-53.86,-13.83
-112.52,-51.14
-35.15,-24.19
-64.91,-24.96
-44.21,-7.87
-51.56,-14.55
-22.28,0.02
-22.25,-5.64
-33.74,-1.18
-57.6,-29.27
-47.54,-17.6
-51.31,-18.75
-42.3,-15.07
-25.95,-24.56
-31.19,-6.19
-36.39,-7.18
-26.77,-7.06
-66.96,-37.09
-26.21,-13.57
-30.71,-4
-10.4,0.69
-57.45,-18.11
-22.54,4.07
-14.92,-3.69
-56.56,-16.06
-66.4,-27.38
-25.15,-9.89
-48.73,-24.27
-94.49,-52.34
-37.02,-20.13
-56.99,-17.05
-38.47,-24.05
-35.95,-17.16
-39.04,-23.7
-43.78,-8.67
-27.59,-6.24
-42.5,-8.12
8.97,10.04
-12.92,-2.42
-17.84,-7.74
-60.54,-36.44
-35.74,-15.08
-33.01,-3.24
-52.92,-23.62
-89.41,-62.33
-73.98,-29.1
-27.09,-1.21
-56.63,-10.62
-79.58,-30.77
-41.97,-15.91
-33.96,-26.22
-29.02,-1.21
-79.16,-32.13
-32.33,-25.49
-88.23,-28.45
-16.65,5.64
-89.2,-32.47
-97.6,-39.81
-58.74,-22.08
-24.36,7.9
-41.4,-11.51
-44.1,-12.32
-54.56,-20.47
-75.81,-19.83
-2.28,7.72
-44.32,-22.48
-43.62,-10.26
-43.58,-18.53
-62.06,-26.35
-58.4,-24.77
-39.13,-24.02
-15.69,-12.28
-42.02,-24.99
-81.72,-36.56
-25.28,-3.14
-43.04,-20.61
-20.06,-4.58
-39.66,-18.1
-44.18,-15.75
-36.28,-6.53
-28.74,-12.77
-22.44,3.44
-39.97,-13.69
-52.56,-17.86
-49.73,-10.19
-26.9,-10.85
-46.1,-27.73
-33.93,-15.41
-33.22,-16.46
-40.02,-2.3
-44.41,-29.9
-44.75,-12.93
-27.5,-4.36
-30.35,-4.8
-48.68,-22.8
-52.95,-10.81
-35.11,-21.73
-46.94,-18.73
-86.77,-49.06
-41.88,-3.15
-20.43,-18.02
-29.94,-0.99
-15.33,-1.25
-20.99,-3.1
-27.53,-5.02
-67.06,-21.74
-47.51,-20.97
-39.35,-13.78
-24.01,-4.88
-32.74,-24.84
-97.61,-54.21
-51.13,-10.79
-50.32,-17.68
-28.1,-17.03
-36.66,-17.07
-40.81,-18.49
-31.21,-27.97
-33.29,-17.36
-45.25,-22.33
-29.5,-6.38
-22.34,-5.79
-45.62,-21.08
-29.83,-6.39
-58.64,-12.8
-40.8,-14.37
-58.82,-25.9
-5.04,1.76
-17.3,-8.73
-59.79,-19.2
-47.18,-7.62
-43.14,-27.7
-41.6,-4.14
-17.88,-3.63
-30.43,-11.03
-22.87,-8.9
-24.36,-5.42
-59.91,-27.17
-96.47,-57.41
-10.63,-0.43
-85.32,-53.79
-91.58,-39.74
-73.15,-37.81
-39.28,-20.32
-24.91,-7.41
-47.07,-21.42
-37.57,-3.29
-56.13,-20.53
-38.2,-15.85
-24.76,-1.39
-35.38,-8.47
-23.97,-3.55
-33.2,-31.19
-19.69,-3.82
-49.54,-10.24
-39.84,-9.59
-32.83,-12.41
-38.32,-20.77
-35.92,-17.74
-36.78,-8.23
-36.07,-26.14
-48.16,-5.66
-26.72,-13.11
-59.99,-7.27
-41.05,-6.33
-48.42,-12.79
-27.37,-7.82
-42.23,-33.82
-41.73,-18.06
-88.98,-38.46
-36.39,-4.86
-60.57,-34.09
-34.21,-7.33
-17.49,0.57
-38.95,-24.1
-43.64,-26.06
-37.54,-12.11
-30.29,-10.06
-26.24,-10.5
-37.1,-16.31
-17.55,-1.5
-46.16,-26.92
-29.73,-4.15
-43.36,-3.87
-92.3,-34.02
-31.33,-5.26
-55.85,-26.27
-90.11,-57.97
-41.68,-7.46
-48.62,-19.68
-24.92,-21.56
-58.28,-33.62
-61.83,-14.97
-15.03,-8.94
-46.01,-24.47
-50.86,-5.89
-48.34,-25.88
-27.78,-10.55
-14.99,-9.04
-37.89,-6.26
-86.9,-36.64
-46.94,-21.29
-13.61,-5.55
-31.82,-9.21
-40.44,-7.72
-79.03,-27.75
-31.25,-1.84
-41.79,-11.5
-94.47,-34.02
-46.54,-2
-45.23,-24.92
-33.55,-13.08
-82.74,-54.24
-25.6,-3.08
-13.91,1.35
-51.66,-26.85
-34.83,6.53
-65.73,-25.59
-25.56,-14.76
-36.25,-14.21
-17.19,-4.36
-40.71,-24.26
-63.82,-7.14
-59.54,-23.15
-55.32,-7.96
-21.96,-8.33
-22.3,-15.02
-34.7,-3.64
-43.51,-23.43
-54.09,-19.51
-52.99,-13.82
-37.02,-12.51
-26.43,-12.84
-81.38,-27.93
-56.52,-28.82
-81.34,-49.75
-22.89,-6.02
-11.69,0.84
-46.49,-8.08
-29.02,-15.76
-43.34,-26.07
-83.95,-29.47
-64.78,-28.87
2.39,8.34
-45.24,-11.85
-37.68,-14.3
-63.38,-27.66
-10.04,-0.79
-41.31,-12.41
-42.63,-24.42
-55.41,-23.52
-87.54,-60.55
-107.75,-77.39
-71.68,-23.13
-68.93,-34.05
-48.39,-9.22
-49.6,-17.63
-26.64,-7.57
-23.09,-2.79
-37.28,-25.31
-53.8,-19.82
-26.84,-17.25
-49.1,-14.21
-14.3,-5.06
-64.9,-31.82
-59.93,-36.08
-40.53,-15.11
-81.57,-32.66
-31.95,-10.19
-88.39,-34.67
-59.68,-35.62
-32.67,-7.3
15.67,22.04
-32.08,-8.54
-66.48,-40.08
-51.6,-18.69
-37.45,-10.25
-43.69,-19.04
-6.47,-9.41
-42.52,-27.96
-45.48,-15.56
-33.8,-18.14
-43.69,-22.38
-55.31,-14.75
-27.06,-14.15
-13.41,-0.5
-30.81,-8.23
-27.25,-8.92
-88.81,-52.12
-47.26,-15.81
-29.46,-17.54
-47.34,-31.11
-77.61,-28.09
-52.74,-11.16
-57.9,-17.15
-85.59,-56.65
-42.14,-24.12
-26.26,-5.34
-18.69,0.71
-23,-12.53
-28.84,-22.83
-39.96,-23.59
-34.49,-17.72
-39.12,-16.73
-38.72,-17.31
-65.79,-20.98
-25.23,-14.93
-28.28,-6.45
-39.05,-13.78
-117.99,-53.98
-15.68,0.13
-20.38,-2.57
-60.57,-21.89
-25.05,-10.58
-46.71,-17.17
-39.31,-11.98
-33.41,-1.9
-30.57,-3.53
-67.75,-32.54
-25.34,-7.97
-29.72,-8.61
-2.75,-2.21
-36.85,-6.03
-10.82,0.57
-33.84,-4.7
-32.63,-7.22
-74.63,-41.46
-37.75,-12.14
-19.46,1.53
-13.35,-9.27
-100.84,-55.72
-41.3,-19.33
-37.6,-6.4
-34.75,-22.4
-48.05,-22.3
-63.88,-33.17
-29.59,-5.95
-33.45,-18.68
-37.68,-9.05
-27.86,-3.75
-119.83,-57.95
-46.14,-18.3
-70.81,-13.48
-16.59,-5.7
-45.38,-17.56
-79.97,-28.83
-33.41,-13.03
-63.58,-30.15
-57.99,-28.07
-38.91,-25.1
-55.71,-34.86
-29.91,-8.73
-38.69,-23.29
-53.16,-21.86
-24.13,-3.2
-12.44,-5.22
-30.95,-23.31
-26.19,-17.64
-80.25,-40.81
-53.23,-29.58
-19,-3.32
-119.15,-55.25
-66.6,-29.55
-53.86,-40.52
-51.28,-10.02
-47.99,-29.81
-54.34,-10.29
-28.77,-8.93
-40.75,-29.62
-55.83,-13.47
-13.59,1.19
-21.85,0.37
-36.46,-3.4
-30.62,-6.27
-42.7,-11.59
-24.91,-21.66
-26.69,-1.35
-74.69,-33.73
-38.72,-3.08
-24.18,1.91
-88.41,-60.03
-110.92,-79.93
-101.37,-62.61
-27.64,-7.62
-43.69,-21.75
-33.19,-1.91
-48.21,-35.29
-51.35,-16.16
-69.28,-43.84
-44.8,-6.08
-35.08,-8
-37.36,-21.28
-55.53,-40.65
-56.27,-24.23
-19.22,-1.36
-35.34,-20.59
-72.02,-25.18
-21.68,-14.81
-30.87,-12.06
-42.76,-5.67
-78.44,-30.27
-36.59,-8.6
-48.38,-14.41
-69.54,-45.72
-40.15,-2.89
-74.31,-28.12
-26.73,-15.14
-24.64,-9.06
-52.38,-24.56
-32.3,-15.71
-56.28,-31.94
-54.22,-26.75
-50.81,-20.29
-35.2,-12.84
-12.39,-5.02
-66.97,-41.31
-51.22,-14.4
-50.47,-10.33
-36.61,-8.11
-22.13,2.88
-28.16,-18.16
-44.44,-12.38
-100.67,-73.36
-29.68,-9.28
-23.66,-9.03
-107.59,-62.23
-34.88,-20.09
-28.17,-11.98
-31.24,-27.98
-90.25,-32.52
-40.66,-26.56
-12.95,-5.53
-28.27,-16.32
-44.64,-15.2
-42.46,-14.89
-40.55,-14.13
-47.9,-21.98
-65.11,-40.22
-51.01,-14.87
-23.29,-17.5
-22.97,-10.57
-32.8,-22.56
-22.93,-2.05
-50.2,-15.98
-30.81,-10.99
-44.41,-10.95
-33.74,-11.71
-92.83,-54.21
-48.73,-16.61
-113.13,-50.04
-35.83,-16.25
-61.87,-20.12
-58.84,-23.97
-41.65,-14.32
-17.06,5.02
-35.02,-17.31
-110.82,-73.12
-50.35,-18.25
-51.95,-21.28
-43.6,-15.91
-28.33,1.49
-36.84,-21.78
-31.51,-4.39
-34.59,-8.68
-39.11,-2.14
-28.8,-7.32
-22.66,-3.52
-32.58,-2.5
-55.92,-19.27
-45,-24.26
-42.43,-10.01
-65.26,-22.91
-60.62,-30.48
-97.1,-62.55
-47.1,-36.16
-30.19,-7.49
-44.11,-32.36
-42.87,-33.21
-48.66,-9.71
-42.96,-26.9
-50.91,-25.16
-2.65,2.12
-77.16,-52.5
-21.43,-12.16
-49.07,-31.03
-102.59,-62.82
4.1,20.19
-18.21,-11.12
-27.85,-5.86
-44.22,-26.45
-78.01,-29.67
-42.27,-15.87
-73.82,-23.14
-39.02,-26.4
-42.4,-27.49
-36.82,-13.12
-83.75,-20.96
-52.39,-39.62
-39.88,-5.53
-7.89,2.7
-45.08,-16.98
-113.23,-73.91
-53.12,-22.63
-55.19,-17.06
-71.44,-17.83
-29.16,-10.77
-62.64,-22.63
-33.19,-7.41
-52.13,-27.87
-88.95,-33.24
-41.58,-5.52
-56.26,-20.04
-35.12,-10.11
-34.96,-10.23
-62.68,-23.22
-29.53,-12.16
-70.35,-22.44
-19.06,-4.5
-46.66,-12.48
-19.65,-7.12
-44.14,-10.41
-60.25,-27.93
-39.4,-17.72
-46.87,-23.95
-95.17,-60.04
-39.14,-14.74
-26.86,-7.82
0.81,9.6
-31.41,-17.33
-72.97,-34.45
-20.43,-5.01
-36.24,-12.93
-45.31,-17.56
-29.54,-13.55
-58.98,-23.35
-48.91,-29
-40.17,-21.9
-68.38,-16.18
-92.32,-56.52
-34.82,-10.96
-52.88,-12.61
-55.17,-10.58
-22.97,-3.09
-30.93,-12.1
-35.76,-13.44
-47.94,-19.91
-26.93,-7.06
-60.02,-19.28
-26.23,-9.64
-56.78,-15.19
-68.14,-32.54
-32.06,-11.4
-31.81,-5.27
-63.12,-14.52
-79.41,-37.84
-38.16,-13.05
-109.15,-73.47
-79.05,-30.04
-12.33,-0.35
-53.62,-19.54
-65.6,-54.6
-108.81,-47.18
-45.08,-15.94
-35.9,-24.9
-20.22,-9.9
-36.41,-14.4
-42.52,-24.38
-82.02,-25.82
-36.81,-28.59
-55.15,-18.11
-58.88,-24.8
-119.72,-73.51
-58.36,-15.45
-13.26,11.37
-35.21,-2.11
-42.53,-15.49
-72.92,-29.63
-34.86,-7.2
-37.58,-26.18
-46.08,-11.46
-34.71,-25.05
-30.57,-8.85
-45.91,-24.84
-48.93,-28.51
-99.01,-44.4
-31.99,-17.38
-32.83,-5.11
-31.43,-3.87
-81.54,-48.74
-66.68,-33.59
-31.03,-6.21
-59.93,-16.09
-19.46,-1.37
-39.22,-21.59
-55.26,-14.46
-36.31,-15.49
-60.73,-29.02
-61.97,-12.1
-49.99,-19.61
-51.67,-8.51
-3.78,-3.02
-46.88,-19.49
-38.49,-5.72
-43.4,-12.08
-28.7,-14.43
-51.01,-6.48
-56.21,-21.01
-42.59,-16.38
-76.08,-38.64
-92.38,-51.1
-26.64,-1.26
-47.71,-31.65
-42.29,-11.63
-68.14,-17.81
-27.68,-11.42
-65.31,-23.58
-11.76,-6.07
-40.49,-13.15
-121.6,-57.43
-42.58,-13.58
-35.74,2.68
-3.1,1.05
-64.44,-3.54
-103.95,-55.59
-21.94,-13.09
-28.84,-20.11
-36.21,-20.58
-30.18,-13.8
-36.73,-24.67
-34.82,-16.35
-51.78,-18.63
-28.25,-9.7
-36.55,-15.69
-60.54,-21.01
-31.17,-22.04
-55.27,-21.01
-30.06,-9.62
-25.27,-1.07
-30.52,-20.3
-32.35,-6.17
-51.25,-7.89
-44.74,-24.57
-42.73,-13.37
-57.91,-17.91
-80.73,-25.66
-20.9,-2.5
-50.53,-23.69
-50.9,-22.02
-59.14,-28.16
-35.27,-19.52
-74.38,-41.7
-41.97,-28.34
-32.81,-9.49
-69.07,-24.89
-33.29,-23.51
-25.57,2.54
-50.87,-21.85
-95.28,-65.64
-49.24,-16.87
-97.56,-66.14
-37.27,-11.73
-72.64,-20.01
-82.19,-25.05
-48.03,-13.45
-19.78,-5.55
-38.94,-13.72
-111.16,-67
-34.19,-6.81
-74.12,-27.1
-27.43,-13.32
-24.16,-4.13
-0.83,13.14
-44.41,-5.91
-44.97,-25.94
-18.5,-9.11
-25.28,-5.41
-17.25,-9.49
-55.15,-13.18
-100.54,-59.89
-47.94,-15.09
-64.03,-34.34
-43.5,-23.84
-30.05,-5.85
-26.21,-10.21
-55.53,-38.44
-46.93,-15.73
-106,-50.28
-25.59,-16.91
-32.87,-26.82
-96.61,-56.84
-31.43,-20.55
-54.2,-28.19
-74.27,-42.52
-65.82,-27.84
-46.56,-31.41
-43.42,-5.58
-62.81,-23.69
-37.86,-18.25
-57.3,-29.45
-66.7,-30.17
-49.38,-16.53
-35.15,-21.07
-33.04,-5.05
-53.31,-9.57
-45.5,-17.42
-34.56,-7.85
-41.69,-11.07
-39.7,-14.66
-23.86,-4.89
-25.95,-17.13
-46.05,-29.71
-45.37,-9.63
-39.78,-22.86
-48.41,-13.66
-39.82,-6.74
-46.9,-34.85
-41.18,-5.71
-15.77,-10.96
-29.84,-20.7
-72.37,-22.61
-16.24,3.24
-25.39,-16.88
-41.09,-0.69
-31.13,-4.49
-56.91,-20.42
-81.87,-31.32
-29.12,-18.07
-47.7,-17.33
-44.11,-12.94
-43.4,-19.41
-55.35,-14.77
-55.22,-28.16
-23.11,-4.35
-54.11,-21.76
-30,-7.25
-53.01,-23.56
-27.33,-7.27
-55.43,-10.88
-40.4,-15.02
-43.43,-19.92
-63.66,-20.69
-36.25,-17.56
-29.1,-22.19
-106.62,-62.9
-119.44,-53.6
-35.53,-30.41
-30.6,-12.8
-49.39,-19.57
-41.16,-7.03
-34.68,-4.08
-47.02,-17.71
-54.36,-13.94
-47.72,-2.24
-112.47,-83.8
-32.23,-0.18
-29.25,-17.85
-117.81,-71.32
-57.97,-14.39
-24.07,-20.1
-63.99,-24.62
-60.57,-22.3
-49.97,-16.02
-42.5,-25.83
-43.07,-3.17
-36.18,-9.35
-24.46,-9.72
-90.68,-46.41
-36.31,-27.96
-21.3,-2.74
-107.5,-65.33
-51.96,-10.05
-49.07,-21.94
-11.54,-7.78
-80.98,-28.06
-65.61,-34.58
-58.9,-21.36
-56.84,-25.19
-112.04,-41.21
-99.88,-62.7
-62.63,-18.2
-30.64,-11.62
-51.01,-13.21
-34.22,-1.08
-43.07,-7.04
-99.53,-34.58
-117.04,-54.44
-17.02,-7.52
-43.58,-7.69
-99.48,-40.38
-41.55,-18.57
-30.38,-17.39
-76.98,-26.14
-47.1,-17.87
-54,-27.67
-62.98,-13.71
-109.85,-41.52
-45.46,-34.3
-45.57,-18.97
-19.07,-10.73
-35.5,-6.34
-5.88,-1.1
-55.91,-21.8
4.51,5.28
-35.99,-0.1
-65.08,-32.14
-25.38,-9.88
-28.49,-20.76
-55.65,-24.96
-37.15,-27.35
-54.65,-25.66
-51.48,-15.09
-96.07,-60.11
-42.68,-23.28
-106.01,-38.95
-55.49,-22.73
-50.39,-11.26
-5.4,0.92
-42.28,-15.04
-36.96,-9.48
-37.77,-14.79
-41.12,-8.24
-33.74,-14.16
-41.28,-29.97
-50.29,-26.48
-40.78,-14.69
-35.36,-16.61
-15.14,7.27
-74.37,-43.06
-55.27,-20.66
-58.78,-33.46
-35.85,-13.6
-20.89,-5.38
-30.34,-5.48
-29.79,-4.7
-87.18,-60.78
-34.61,-22.29
-41.67,-16.91
